customer_id,Account_Age_Days,Daily_Usage_Mins,Support_Tickets_90Days,API_Utilization_Rate,churn_proba,sentiment_score,fused_proba,MRR,Days_To_Renewal,Login_Frequency,Plan_Tier,Dominant_SHAP_Driver,risk_band,discount_pct,Retained
SYN-00912,992,27,4,0.3057,0.305,0.0,0.1982,1624.4,262,Daily,Pro,price_sensitive,Low,5,1
SYN-00913,1083,100,5,0.6336,0.025,1.0,0.3662,1713.33,238,Daily,Pro,price_sensitive,Medium,0,1
SYN-00914,1081,10,1,0.6841,0.495,0.0,0.3218,1774.36,32,Rarely,Pro,price_sensitive,Medium,10,1
SYN-00915,1048,89,3,0.5731,0.02,0.0,0.013,528.11,154,Daily,Basic,price_sensitive,Low,10,1
SYN-00916,80,55,3,0.4902,0.32,0.0,0.208,708.86,165,Weekly,Basic,price_sensitive,Low,10,1
SYN-00917,152,30,3,0.4123,0.275,1.0,0.5288,2680.18,180,Daily,Pro,price_sensitive,High,20,1
SYN-00918,336,30,6,0.8898,0.16,0.0,0.104,555.47,154,Daily,Basic,technical_friction,Low,0,1
SYN-00919,609,47,4,0.5277,0.26,1.0,0.519,788.1,17,Weekly,Basic,technical_friction,High,5,0
SYN-00920,108,21,1,0.1408,0.75,1.0,0.8375,234.27,81,Weekly,Basic,technical_friction,High,0,0
SYN-00921,931,25,3,0.287,0.635,0.0,0.4128,2685.21,190,Rarely,Pro,technical_friction,Medium,20,0
SYN-00922,679,35,5,0.5629,0.255,1.0,0.5157,4719.54,326,Rarely,Enterprise,price_sensitive,High,20,1
SYN-00923,597,82,2,0.6556,0.035,0.0,0.0228,2317.54,175,Daily,Pro,price_sensitive,Low,0,1
SYN-00924,183,27,3,0.617,0.16,1.0,0.454,493.6,341,Daily,Basic,price_sensitive,High,0,1
SYN-00925,279,4,2,0.1969,0.835,0.0,0.5428,692.56,340,Daily,Basic,technical_friction,High,0,0
SYN-00926,177,36,2,0.6873,0.095,1.0,0.4118,461.38,258,Daily,Basic,price_sensitive,Medium,0,0
SYN-00927,937,28,1,0.4014,0.225,0.0,0.1463,678.23,69,Weekly,Basic,price_sensitive,Low,10,1
SYN-00928,643,17,3,0.6156,0.235,1.0,0.5028,7791.11,239,Rarely,Enterprise,technical_friction,High,15,0
SYN-00929,809,40,5,0.4892,0.12,1.0,0.428,2355.98,242,Daily,Pro,price_sensitive,Medium,15,1
SYN-00930,326,17,2,0.323,0.275,0.0,0.1788,2703.05,102,Daily,Pro,price_sensitive,Low,5,0
SYN-00931,409,26,4,0.2774,0.71,1.0,0.8115,2640.35,317,Weekly,Pro,technical_friction,High,15,1
SYN-00932,446,35,2,0.0871,0.8,1.0,0.87,11973.06,53,Rarely,Enterprise,technical_friction,High,20,0
SYN-00933,836,37,5,0.2527,0.395,0.0,0.2568,5386.4,21,Weekly,Enterprise,technical_friction,Medium,20,1
SYN-00934,850,43,1,0.6385,0.0,0.0,0.0,399.29,140,Weekly,Basic,technical_friction,Low,0,1
SYN-00935,228,48,4,0.3573,0.25,1.0,0.5125,1385.44,63,Daily,Pro,price_sensitive,High,0,0
SYN-00936,1036,34,2,0.3073,0.075,0.5,0.2238,358.96,152,Daily,Basic,price_sensitive,Low,0,0
SYN-00937,134,6,4,0.618,0.845,1.0,0.8992,2853.23,301,Weekly,Pro,price_sensitive,High,10,0
SYN-00938,986,39,3,0.3731,0.24,0.0,0.156,1921.45,242,Weekly,Pro,price_sensitive,Low,5,1
SYN-00939,111,62,4,0.665,0.015,0.0,0.0098,1633.17,2,Daily,Pro,price_sensitive,Low,0,1
SYN-00940,292,4,2,0.4422,0.725,1.0,0.8212,13575.75,77,Daily,Enterprise,price_sensitive,High,20,0
SYN-00941,931,6,7,0.1778,0.945,1.0,0.9642,1587.71,258,Rarely,Pro,technical_friction,High,20,0
SYN-00942,198,15,5,0.7865,0.16,1.0,0.454,282.53,213,Daily,Basic,technical_friction,High,0,0
SYN-00943,456,59,2,0.8241,0.28,0.0,0.182,1869.14,191,Rarely,Pro,technical_friction,Low,0,1
SYN-00944,495,14,3,0.324,0.875,1.0,0.9188,2191.42,242,Weekly,Pro,price_sensitive,High,20,1
SYN-00945,271,60,6,0.4218,0.27,0.0,0.1755,774.13,284,Weekly,Basic,price_sensitive,Low,0,1
SYN-00946,782,37,2,0.3217,0.205,1.0,0.4832,2146.95,17,Daily,Pro,price_sensitive,High,5,1
SYN-00947,937,18,5,0.0903,0.715,1.0,0.8148,965.26,198,Daily,Pro,technical_friction,High,10,1
SYN-00948,962,119,2,0.251,0.43,0.0,0.2795,2392.91,245,Weekly,Pro,technical_friction,Medium,15,1
SYN-00949,374,8,2,0.8398,0.795,0.0,0.5168,672.76,52,Rarely,Basic,price_sensitive,High,20,1
SYN-00950,584,31,2,0.3026,0.565,0.0,0.3672,385.82,144,Weekly,Basic,technical_friction,Medium,0,1
SYN-00951,274,12,4,0.6167,0.93,1.0,0.9545,2057.19,192,Weekly,Pro,price_sensitive,High,20,1
SYN-00952,270,40,5,0.4445,0.315,0.0,0.2048,1177.13,87,Weekly,Pro,price_sensitive,Low,0,1
SYN-00953,178,13,0,0.5199,0.725,0.0,0.4712,1906.36,259,Weekly,Pro,price_sensitive,High,0,1
SYN-00954,1034,20,3,0.3498,0.28,1.0,0.532,607.98,161,Weekly,Basic,price_sensitive,High,10,1
SYN-00955,977,15,4,0.5501,0.08,0.0,0.052,789.14,300,Daily,Basic,technical_friction,Low,0,1
SYN-00956,855,24,1,0.6462,0.025,1.0,0.3662,398.06,100,Daily,Basic,technical_friction,Medium,5,0
SYN-00957,570,62,5,0.5087,0.03,0.0,0.0195,773.08,182,Daily,Basic,price_sensitive,Low,5,1
SYN-00958,540,7,2,0.6074,0.905,1.0,0.9382,539.47,335,Rarely,Basic,price_sensitive,High,10,0
SYN-00959,583,14,2,0.4085,0.55,0.0,0.3575,2226.84,257,Daily,Pro,price_sensitive,Medium,15,1
SYN-00960,591,21,2,0.7445,0.02,0.0,0.013,2202.35,26,Weekly,Pro,technical_friction,Low,15,1
SYN-00961,479,25,2,0.5398,0.15,1.0,0.4475,1045.17,248,Weekly,Pro,technical_friction,Medium,10,0
SYN-00962,146,78,2,0.6428,0.05,0.0,0.0325,451.75,274,Weekly,Basic,price_sensitive,Low,0,1
SYN-00963,139,15,6,0.5199,0.34,1.0,0.571,1402.5,44,Daily,Pro,technical_friction,High,15,1
SYN-00964,1048,60,1,0.1636,0.22,0.0,0.143,629.0,12,Daily,Basic,technical_friction,Low,15,1
SYN-00965,531,86,2,0.6878,0.365,1.0,0.5872,272.1,157,Rarely,Basic,price_sensitive,High,5,1
SYN-00966,1049,26,1,0.9357,0.015,0.0,0.0098,292.25,101,Daily,Basic,technical_friction,Low,5,1
SYN-00967,181,11,2,0.6781,0.88,0.0,0.572,891.16,216,Rarely,Pro,price_sensitive,High,0,1
SYN-00968,610,71,5,0.6541,0.35,0.0,0.2275,2837.08,255,Rarely,Pro,price_sensitive,Medium,0,1
SYN-00969,229,56,2,0.6268,0.105,0.0,0.0682,865.0,316,Weekly,Pro,price_sensitive,Low,20,1
SYN-00970,279,10,2,0.922,0.28,0.0,0.182,13320.53,112,Daily,Enterprise,technical_friction,Low,15,1
SYN-00971,34,95,2,0.3726,0.14,1.0,0.441,517.56,356,Weekly,Basic,price_sensitive,Medium,15,1
SYN-00972,132,16,0,0.52,0.17,0.0,0.1105,2663.44,290,Weekly,Pro,technical_friction,Low,10,1
SYN-00973,1009,26,3,0.2941,0.095,0.5,0.2368,369.6,83,Daily,Basic,price_sensitive,Medium,5,1
SYN-00974,354,49,2,0.3489,0.31,1.0,0.5515,14601.59,127,Weekly,Enterprise,price_sensitive,High,15,1
SYN-00975,669,87,3,0.5006,0.1,0.0,0.065,2642.94,325,Weekly,Pro,price_sensitive,Low,0,1
SYN-00976,512,38,3,0.3242,0.26,1.0,0.519,1287.54,328,Daily,Pro,price_sensitive,High,15,1
SYN-00977,441,24,3,0.5743,0.065,1.0,0.3922,14648.78,304,Daily,Enterprise,technical_friction,Medium,10,0
SYN-00978,586,21,0,0.1951,0.605,1.0,0.7432,3172.83,317,Rarely,Enterprise,technical_friction,High,10,0
SYN-00979,207,24,2,0.5515,0.11,1.0,0.4215,577.44,81,Daily,Basic,technical_friction,Medium,10,1
SYN-00980,1087,119,4,0.2481,0.155,0.0,0.1008,1368.15,238,Daily,Pro,price_sensitive,Low,0,1
SYN-00981,900,42,3,0.2931,0.23,0.0,0.1495,503.68,326,Daily,Basic,price_sensitive,Low,0,1
SYN-00982,816,34,6,0.3789,0.59,1.0,0.7335,467.98,101,Rarely,Basic,price_sensitive,High,0,0
SYN-00983,516,56,6,0.4602,0.275,1.0,0.5288,704.31,131,Daily,Basic,price_sensitive,High,20,1
SYN-00984,169,25,5,0.5222,0.3,0.0,0.195,503.25,325,Weekly,Basic,technical_friction,Low,10,1
SYN-00985,1013,84,5,0.5986,0.015,1.0,0.3597,11555.94,187,Daily,Enterprise,price_sensitive,Medium,20,0
SYN-00986,376,45,2,0.1941,0.75,0.0,0.4875,2958.0,126,Rarely,Pro,technical_friction,High,15,1
SYN-00987,56,23,2,0.5166,0.19,0.0,0.1235,612.42,344,Daily,Basic,price_sensitive,Low,5,1
SYN-00988,377,19,6,0.2249,0.675,1.0,0.7888,266.49,179,Daily,Basic,technical_friction,High,15,1
SYN-00989,874,5,2,0.1982,0.89,0.0,0.5785,5446.38,103,Weekly,Enterprise,technical_friction,High,10,1
SYN-00990,685,62,7,0.0693,0.415,1.0,0.6198,688.69,89,Weekly,Basic,technical_friction,High,15,0
SYN-00991,826,7,1,0.9207,0.355,0.0,0.2308,1858.94,75,Daily,Pro,technical_friction,Medium,10,1
SYN-00992,873,80,3,0.4305,0.085,0.5,0.2302,751.02,87,Daily,Basic,price_sensitive,Medium,0,1
SYN-00993,234,14,5,0.4464,0.575,0.0,0.3737,580.46,323,Daily,Basic,price_sensitive,Medium,0,1
SYN-00994,1016,15,3,0.5908,0.265,0.0,0.1723,225.34,362,Weekly,Basic,technical_friction,Low,5,1
SYN-00995,482,111,2,0.237,0.39,1.0,0.6035,380.39,164,Weekly,Basic,technical_friction,High,0,0
SYN-00996,703,58,1,0.1596,0.305,0.0,0.1982,371.27,241,Weekly,Basic,technical_friction,Low,15,1
SYN-00997,4,33,4,0.4769,0.315,0.0,0.2048,2774.45,267,Daily,Pro,price_sensitive,Low,15,1
SYN-00998,1093,104,3,0.33,0.23,0.0,0.1495,6106.92,279,Daily,Enterprise,price_sensitive,Low,15,1
SYN-00999,310,28,1,0.6264,0.285,0.0,0.1852,1131.54,197,Rarely,Pro,price_sensitive,Low,0,0
SYN-01000,69,20,1,0.2083,0.49,1.0,0.6685,441.08,214,Daily,Basic,technical_friction,High,15,0
SYN-01001,505,36,2,0.2888,0.485,1.0,0.6652,509.96,171,Weekly,Basic,technical_friction,High,10,0
SYN-01002,143,65,4,0.5105,0.055,0.0,0.0358,342.84,103,Daily,Basic,price_sensitive,Low,15,1
SYN-01003,168,9,2,0.5503,0.435,0.0,0.2828,3086.4,228,Daily,Enterprise,price_sensitive,Medium,15,1
SYN-01004,696,15,5,0.4646,0.315,0.0,0.2048,4215.96,149,Daily,Enterprise,technical_friction,Low,10,1
SYN-01005,433,12,5,0.95,0.41,1.0,0.6165,2705.27,43,Daily,Pro,technical_friction,High,15,0
SYN-01006,1014,10,1,0.5448,0.265,1.0,0.5222,601.35,247,Daily,Basic,price_sensitive,High,5,0
SYN-01007,352,26,3,0.727,0.115,1.0,0.4248,302.13,187,Daily,Basic,technical_friction,Medium,0,1
SYN-01008,799,9,1,0.5231,0.56,0.0,0.364,9806.83,252,Weekly,Enterprise,price_sensitive,Medium,5,1
SYN-01009,508,4,3,0.5483,0.59,0.5,0.5585,13084.48,73,Weekly,Enterprise,price_sensitive,High,20,1
SYN-01010,726,15,4,0.315,0.625,0.0,0.4062,5248.48,355,Rarely,Enterprise,technical_friction,Medium,15,0
SYN-01011,660,14,1,0.5863,0.39,1.0,0.6035,435.16,226,Daily,Basic,price_sensitive,High,0,0
SYN-01012,521,43,1,0.3951,0.05,0.0,0.0325,728.81,263,Weekly,Basic,price_sensitive,Low,0,1
SYN-01013,1045,61,4,0.323,0.535,1.0,0.6978,551.22,312,Rarely,Basic,price_sensitive,High,10,0
SYN-01014,378,17,4,0.2206,0.545,1.0,0.7042,1954.72,94,Weekly,Pro,technical_friction,High,20,0
SYN-01015,196,15,7,0.5019,0.375,1.0,0.5938,2796.91,255,Weekly,Pro,technical_friction,High,10,1
SYN-01016,746,107,2,0.5141,0.025,0.0,0.0162,572.75,92,Daily,Basic,price_sensitive,Low,15,1
SYN-01017,931,59,3,0.1923,0.265,0.0,0.1723,544.55,118,Weekly,Basic,technical_friction,Low,5,1
SYN-01018,45,40,0,0.9428,0.03,0.0,0.0195,1832.05,12,Weekly,Pro,technical_friction,Low,5,1
SYN-01019,495,23,2,0.5588,0.02,0.5,0.188,617.04,183,Daily,Basic,technical_friction,Low,15,1
SYN-01020,982,58,1,0.2082,0.2,0.0,0.13,272.07,337,Weekly,Basic,price_sensitive,Low,0,1
SYN-01021,825,11,2,0.4268,0.535,1.0,0.6978,1553.37,225,Daily,Pro,price_sensitive,High,5,1
SYN-01022,1091,60,2,0.2509,0.435,0.0,0.2828,416.29,103,Rarely,Basic,price_sensitive,Medium,5,0
SYN-01023,585,45,3,0.536,0.24,0.0,0.156,3042.14,238,Weekly,Enterprise,price_sensitive,Low,20,1
SYN-01024,726,52,1,0.902,0.005,0.0,0.0032,470.92,104,Weekly,Basic,technical_friction,Low,5,1
SYN-01025,333,34,6,0.9278,0.055,0.0,0.0358,11411.4,53,Weekly,Enterprise,technical_friction,Low,10,1
SYN-01026,1042,8,3,0.3921,0.655,1.0,0.7757,2993.62,209,Daily,Pro,price_sensitive,High,20,0
SYN-01027,404,11,5,0.1505,0.975,0.5,0.8088,971.01,14,Rarely,Pro,technical_friction,High,10,0
SYN-01028,813,47,2,0.3868,0.19,0.0,0.1235,402.2,3,Daily,Basic,price_sensitive,Low,0,1
SYN-01029,444,43,4,0.6125,0.53,0.0,0.3445,494.54,138,Rarely,Basic,price_sensitive,Medium,0,1
SYN-01030,618,19,3,0.267,0.64,1.0,0.766,8961.26,200,Weekly,Enterprise,technical_friction,High,20,1
SYN-01031,792,19,2,0.5522,0.11,0.0,0.0715,356.25,119,Weekly,Basic,technical_friction,Low,5,1
SYN-01032,560,72,0,0.4544,0.075,0.5,0.2238,1483.49,196,Weekly,Pro,price_sensitive,Low,0,1
SYN-01033,998,30,1,0.2082,0.305,1.0,0.5482,704.59,116,Daily,Basic,technical_friction,High,10,1
SYN-01034,462,14,4,0.369,0.545,1.0,0.7042,406.03,258,Daily,Basic,price_sensitive,High,0,0
SYN-01035,712,81,0,0.1379,0.18,1.0,0.467,1989.86,291,Daily,Pro,technical_friction,High,10,0
SYN-01036,377,76,2,0.0932,0.53,0.0,0.3445,2292.57,252,Weekly,Pro,technical_friction,Medium,5,1
SYN-01037,450,30,3,0.0344,0.805,0.0,0.5233,755.8,43,Weekly,Basic,technical_friction,High,0,1
SYN-01038,485,36,0,0.6569,0.245,1.0,0.5092,378.81,279,Rarely,Basic,technical_friction,High,5,1
SYN-01039,139,59,5,0.4987,0.28,0.0,0.182,691.19,187,Weekly,Basic,price_sensitive,Low,5,1
SYN-01040,102,49,3,0.1943,0.67,1.0,0.7855,2974.79,251,Weekly,Pro,technical_friction,High,10,1
SYN-01041,735,7,3,0.7849,0.345,1.0,0.5742,4946.19,239,Daily,Enterprise,technical_friction,High,20,0
SYN-01042,721,83,1,0.2907,0.035,1.0,0.3727,722.57,119,Daily,Basic,price_sensitive,Medium,0,1
SYN-01043,730,6,3,0.2453,0.965,1.0,0.9772,334.97,319,Weekly,Basic,technical_friction,High,10,0
SYN-01044,23,43,2,0.6441,0.21,0.0,0.1365,238.73,362,Daily,Basic,price_sensitive,Low,0,1
SYN-01045,360,9,2,0.4015,0.9,0.0,0.585,2552.12,100,Rarely,Pro,price_sensitive,High,10,0
SYN-01046,218,49,2,0.3781,0.575,0.0,0.3737,1909.7,301,Rarely,Pro,price_sensitive,Medium,5,0
SYN-01047,856,16,4,0.4654,0.41,0.5,0.4415,1269.26,262,Rarely,Pro,price_sensitive,Medium,10,1
SYN-01048,947,17,2,0.8176,0.07,0.0,0.0455,698.47,36,Weekly,Basic,technical_friction,Low,10,1
SYN-01049,272,57,6,0.1242,0.55,1.0,0.7075,881.23,351,Daily,Pro,technical_friction,High,20,0
SYN-01050,735,9,2,0.5612,0.46,0.0,0.299,12647.02,37,Rarely,Enterprise,price_sensitive,Medium,15,1
SYN-01051,143,19,1,0.4984,0.175,1.0,0.4638,377.21,112,Daily,Basic,technical_friction,High,0,1
SYN-01052,303,10,4,0.2175,0.82,1.0,0.883,648.26,291,Daily,Basic,technical_friction,High,10,0
SYN-01053,153,33,1,0.1435,0.61,0.0,0.3965,1003.54,208,Weekly,Pro,technical_friction,Medium,0,1
SYN-01054,313,9,4,0.1748,0.985,0.5,0.8152,2362.41,252,Rarely,Pro,technical_friction,High,10,0
SYN-01055,743,40,6,0.278,0.425,0.0,0.2762,2178.48,343,Weekly,Pro,technical_friction,Medium,15,1
SYN-01056,1001,75,5,0.2885,0.145,0.0,0.0942,13224.94,130,Daily,Enterprise,price_sensitive,Low,20,1
SYN-01057,224,3,2,0.5862,0.74,0.0,0.481,2174.62,260,Weekly,Pro,price_sensitive,High,15,1
SYN-01058,597,16,5,0.6518,0.3,1.0,0.545,2699.49,347,Daily,Pro,technical_friction,High,10,0
SYN-01059,772,11,2,0.6064,0.595,1.0,0.7368,2940.98,179,Daily,Pro,price_sensitive,High,20,1
SYN-01060,1048,7,9,0.1615,0.965,1.0,0.9772,2394.71,228,Weekly,Pro,technical_friction,High,10,0
SYN-01061,671,39,4,0.2874,0.335,0.0,0.2178,1831.3,154,Daily,Pro,technical_friction,Low,15,1
SYN-01062,281,36,2,0.4906,0.475,0.5,0.4838,595.54,90,Rarely,Basic,price_sensitive,High,0,0
SYN-01063,688,82,5,0.6514,0.275,1.0,0.5288,3906.56,330,Rarely,Enterprise,price_sensitive,High,20,0
SYN-01064,353,52,2,0.7469,0.265,0.0,0.1723,1123.78,106,Rarely,Pro,technical_friction,Low,5,1
SYN-01065,1074,32,2,0.5303,0.075,0.0,0.0488,363.39,52,Weekly,Basic,price_sensitive,Low,5,1
SYN-01066,440,38,0,0.857,0.005,1.0,0.3532,6175.51,240,Daily,Enterprise,technical_friction,Medium,20,1
SYN-01067,754,19,3,0.0891,0.785,1.0,0.8602,513.85,170,Rarely,Basic,technical_friction,High,15,0
SYN-01068,27,39,1,0.4446,0.265,0.0,0.1723,1429.5,119,Daily,Pro,price_sensitive,Low,5,0
SYN-01069,441,6,6,0.6918,0.49,0.0,0.3185,791.82,190,Daily,Basic,price_sensitive,Medium,15,1
SYN-01070,963,27,0,0.0751,0.56,0.0,0.364,1602.51,251,Weekly,Pro,technical_friction,Medium,15,0
SYN-01071,672,44,2,0.4605,0.19,0.0,0.1235,388.47,281,Weekly,Basic,price_sensitive,Low,0,1
SYN-01072,489,26,1,0.6284,0.12,0.0,0.078,5597.83,116,Weekly,Enterprise,technical_friction,Low,20,1
SYN-01073,1030,16,2,0.296,0.32,0.0,0.208,725.27,145,Daily,Basic,technical_friction,Low,0,1
SYN-01074,940,33,1,0.2174,0.365,1.0,0.5872,545.49,136,Weekly,Basic,technical_friction,High,0,0
SYN-01075,355,14,5,0.3854,0.615,0.0,0.3998,418.56,223,Daily,Basic,price_sensitive,Medium,0,1
SYN-01076,599,24,3,0.4246,0.25,1.0,0.5125,1725.54,310,Daily,Pro,price_sensitive,High,15,1
SYN-01077,539,56,3,0.7441,0.285,0.0,0.1852,2417.4,43,Rarely,Pro,technical_friction,Low,10,1
SYN-01078,696,59,3,0.8949,0.04,1.0,0.376,249.56,37,Weekly,Basic,technical_friction,Medium,5,1
SYN-01079,368,36,3,0.6623,0.025,0.0,0.0162,6720.81,89,Weekly,Enterprise,technical_friction,Low,15,1
SYN-01080,269,12,3,0.2909,0.945,0.0,0.6142,2859.51,193,Weekly,Pro,price_sensitive,High,10,1
SYN-01081,1004,22,4,0.1205,0.295,1.0,0.5417,665.58,360,Daily,Basic,technical_friction,High,10,0
SYN-01082,1016,33,4,0.315,0.07,1.0,0.3955,638.54,327,Daily,Basic,price_sensitive,Medium,0,1
SYN-01083,928,16,4,0.5567,0.085,1.0,0.4052,14365.67,89,Daily,Enterprise,technical_friction,Medium,20,1
SYN-01084,1076,99,0,0.2378,0.345,0.0,0.2242,1043.89,333,Weekly,Pro,technical_friction,Low,5,1
SYN-01085,820,16,4,0.77,0.32,1.0,0.558,217.62,214,Rarely,Basic,technical_friction,High,10,1
SYN-01086,841,31,5,0.3763,0.34,0.0,0.221,9038.76,211,Weekly,Enterprise,technical_friction,Low,15,1
SYN-01087,839,62,3,0.6053,0.03,0.5,0.1945,539.31,227,Daily,Basic,price_sensitive,Low,20,1
SYN-01088,529,88,3,0.5159,0.055,1.0,0.3858,537.19,257,Daily,Basic,price_sensitive,Medium,0,1
SYN-01089,503,11,1,0.7372,0.545,1.0,0.7042,2069.55,137,Rarely,Pro,technical_friction,High,20,0
SYN-01090,265,6,4,0.255,0.975,0.0,0.6338,1735.23,301,Rarely,Pro,price_sensitive,High,15,1
SYN-01091,710,36,0,0.0776,0.56,0.0,0.364,8247.05,348,Weekly,Enterprise,technical_friction,Medium,15,1
SYN-01092,319,107,2,0.5688,0.005,1.0,0.3532,14269.92,36,Daily,Enterprise,price_sensitive,Medium,20,1
SYN-01093,284,7,6,0.1548,0.985,1.0,0.9902,11020.08,134,Weekly,Enterprise,technical_friction,High,15,0
SYN-01094,645,23,1,0.7457,0.205,0.0,0.1332,2039.23,233,Rarely,Pro,technical_friction,Low,15,1
SYN-01095,452,38,5,0.8134,0.385,0.0,0.2503,752.0,265,Rarely,Basic,technical_friction,Medium,5,0
SYN-01096,242,33,4,0.8529,0.095,1.0,0.4118,2898.12,180,Daily,Pro,technical_friction,Medium,15,1
SYN-01097,898,43,1,0.2772,0.295,1.0,0.5417,683.93,9,Weekly,Basic,technical_friction,High,15,0
SYN-01098,947,79,2,0.6525,0.25,0.0,0.1625,2249.64,294,Rarely,Pro,price_sensitive,Low,10,1
SYN-01099,185,63,4,0.7909,0.015,0.0,0.0098,1338.87,285,Daily,Pro,technical_friction,Low,0,1
SYN-01100,9,23,4,0.7393,0.12,1.0,0.428,3487.02,101,Weekly,Enterprise,technical_friction,Medium,15,1
SYN-01101,370,7,4,0.2432,0.925,1.0,0.9512,3508.58,198,Rarely,Enterprise,technical_friction,High,20,0
SYN-01102,877,66,5,0.8185,0.04,1.0,0.376,501.46,125,Weekly,Basic,technical_friction,Medium,5,1
SYN-01103,923,23,1,0.5053,0.065,0.5,0.2172,227.1,186,Daily,Basic,technical_friction,Low,0,1
SYN-01104,153,32,6,0.6314,0.1,1.0,0.415,8588.21,148,Weekly,Enterprise,technical_friction,Medium,10,0
SYN-01105,852,58,3,0.3284,0.295,0.5,0.3668,1492.61,323,Daily,Pro,price_sensitive,Medium,0,1
SYN-01106,128,65,4,0.5848,0.465,0.0,0.3022,372.39,12,Rarely,Basic,price_sensitive,Medium,5,0
SYN-01107,430,55,3,0.3232,0.44,0.0,0.286,394.85,164,Weekly,Basic,technical_friction,Medium,0,1
SYN-01108,1098,95,2,0.639,0.095,1.0,0.4118,7692.01,112,Daily,Enterprise,price_sensitive,Medium,10,1
SYN-01109,213,29,5,0.5191,0.055,0.5,0.2108,12801.72,96,Daily,Enterprise,technical_friction,Low,15,0
SYN-01110,170,17,3,0.4034,0.265,1.0,0.5222,780.9,243,Daily,Basic,price_sensitive,High,10,1
SYN-01111,466,13,3,0.7172,0.42,1.0,0.623,529.96,6,Daily,Basic,price_sensitive,High,0,1
SYN-01112,682,18,3,0.5443,0.275,1.0,0.5288,5232.53,52,Rarely,Enterprise,technical_friction,High,15,1
SYN-01113,1026,19,2,0.7077,0.085,0.0,0.0553,440.16,192,Weekly,Basic,technical_friction,Low,0,1
SYN-01114,1079,36,4,0.3562,0.135,1.0,0.4378,700.99,202,Daily,Basic,price_sensitive,Medium,0,1
SYN-01115,78,47,5,0.4814,0.36,0.0,0.234,884.11,206,Weekly,Pro,price_sensitive,Medium,5,0
SYN-01116,153,11,0,0.4456,0.8,0.0,0.52,6815.61,277,Weekly,Enterprise,price_sensitive,High,20,1
SYN-01117,870,58,4,0.2146,0.455,0.0,0.2958,1545.46,164,Weekly,Pro,technical_friction,Medium,10,1
SYN-01118,298,62,4,0.9327,0.1,0.0,0.065,386.65,237,Weekly,Basic,technical_friction,Low,10,1
SYN-01119,973,48,5,0.1987,0.37,0.0,0.2405,213.56,356,Weekly,Basic,technical_friction,Medium,0,1
SYN-01120,730,20,2,0.3215,0.465,1.0,0.6522,7495.46,214,Daily,Enterprise,technical_friction,High,20,1
SYN-01121,124,77,4,0.3341,0.25,1.0,0.5125,540.19,228,Weekly,Basic,price_sensitive,High,20,1
SYN-01122,916,29,0,0.8606,0.14,0.0,0.091,394.67,344,Rarely,Basic,technical_friction,Low,10,0
SYN-01123,195,15,5,0.4222,0.365,1.0,0.5872,652.49,168,Daily,Basic,price_sensitive,High,15,1
SYN-01124,466,11,1,0.3307,0.81,0.0,0.5265,704.92,308,Rarely,Basic,price_sensitive,High,20,1
SYN-01125,608,34,2,0.3557,0.19,1.0,0.4735,11756.85,130,Daily,Enterprise,price_sensitive,High,20,1
SYN-01126,551,21,1,0.3097,0.31,0.0,0.2015,563.96,246,Weekly,Basic,technical_friction,Low,0,1
SYN-01127,755,8,4,0.3799,0.91,1.0,0.9415,660.03,82,Weekly,Basic,price_sensitive,High,10,0
SYN-01128,718,6,3,0.4658,0.695,1.0,0.8018,10546.12,174,Weekly,Enterprise,price_sensitive,High,15,0
SYN-01129,1091,38,3,0.22,0.23,0.0,0.1495,503.21,345,Weekly,Basic,price_sensitive,Low,0,0
SYN-01130,1099,7,0,0.3979,0.455,0.0,0.2958,753.84,71,Weekly,Basic,price_sensitive,Medium,0,1
SYN-01131,569,2,3,0.1932,0.925,1.0,0.9512,462.52,245,Weekly,Basic,technical_friction,High,10,0
SYN-01132,106,63,2,0.429,0.13,0.0,0.0845,750.83,246,Daily,Basic,price_sensitive,Low,0,1
SYN-01133,801,12,2,0.6071,0.725,1.0,0.8212,2407.64,85,Weekly,Pro,price_sensitive,High,15,0
SYN-01134,1074,43,2,0.1464,0.26,1.0,0.519,593.61,154,Weekly,Basic,technical_friction,High,5,1
SYN-01135,351,34,1,0.1855,0.35,0.0,0.2275,2645.59,187,Daily,Pro,technical_friction,Medium,10,1
SYN-01136,508,17,4,0.293,0.51,1.0,0.6815,3584.25,270,Daily,Enterprise,technical_friction,High,20,0
SYN-01137,468,83,5,0.2875,0.605,0.0,0.3932,587.09,259,Rarely,Basic,price_sensitive,Medium,20,1
SYN-01138,58,48,1,0.194,0.745,0.0,0.4842,210.88,130,Rarely,Basic,technical_friction,High,0,1
SYN-01139,740,28,0,0.2515,0.13,1.0,0.4345,790.39,213,Daily,Basic,technical_friction,Medium,0,1
SYN-01140,389,13,4,0.2257,0.975,1.0,0.9838,637.7,187,Weekly,Basic,technical_friction,High,15,0
SYN-01141,866,46,2,0.68,0.0,1.0,0.35,465.46,26,Daily,Basic,technical_friction,Medium,0,0
SYN-01142,915,51,5,0.5152,0.18,1.0,0.467,6153.93,148,Weekly,Enterprise,price_sensitive,High,20,1
SYN-01143,904,31,2,0.4244,0.155,1.0,0.4508,224.19,271,Daily,Basic,price_sensitive,High,0,1
