Customer_ID,Account_Age_Days,Login_Frequency,Daily_Usage_Mins,Plan_Tier,Support_Tickets_90Days,API_Utilization_Rate,Churn,Support_Ticket_Friction
b01b0991-6db1-4619-9fe5-a08df2280a4f,916,Daily,35,Pro,0,0.79,0,0.0
83214f8f-8d66-429d-8084-e6dbfa2252e8,292,Daily,101,Enterprise,0,0.86,0,0.0
6efa0660-5985-4619-8ea2-83c1cc034bf3,797,Daily,47,Pro,0,0.53,0,0.0
d167ccc1-c479-44e2-a61e-50a1e023330e,923,Weekly,29,Pro,2,0.99,0,0.06666666666666667
d70fd77d-2b87-4e4e-a44e-98e2ea6f79c2,855,Weekly,15,Pro,1,0.72,0,0.0625
50faf310-9296-49c2-8296-fcb0b32cc89a,262,Daily,51,Pro,6,0.65,0,0.11538461538461539
77c85a81-0559-406b-8ac6-12531204cb9c,801,Weekly,47,Basic,1,0.99,0,0.020833333333333332
aa15dd10-8971-4eae-94c6-d869997530d6,752,Daily,25,Basic,6,0.99,0,0.23076923076923078
16dcfca0-b78e-4fcc-b2b0-80fafc998620,855,Daily,69,Pro,4,0.83,0,0.05714285714285714
879354e5-51c5-4970-913b-37be3a598d51,592,Weekly,12,Pro,0,0.18,1,0.0
d9fc9e02-e15c-4780-b157-98b29abaca00,134,Weekly,58,Basic,0,0.99,0,0.0
20bace1d-8efe-46bd-9c52-03422254de31,541,Weekly,27,Basic,2,0.73,0,0.07142857142857142
f1a17358-004c-4f1b-9b0d-e1761ad98d86,494,Daily,113,Pro,2,0.73,0,0.017543859649122806
4362dbe8-aca8-4a64-a893-7d0b9c2a286b,597,Rarely,14,Basic,2,0.5,1,0.13333333333333333
5e594ce2-ac53-485d-917a-7c8a1c8510a4,196,Rarely,1,Pro,1,0.48,1,0.5
41bfd6d1-12c4-4443-a9d5-bf5a20f5e71e,819,Daily,83,Basic,0,0.44,0,0.0
69e048cd-bdd6-4797-8fe2-83fc4727966c,749,Weekly,25,Pro,1,0.64,0,0.038461538461538464
40c3ea41-296b-4017-a518-8275203acd9c,990,Daily,63,Basic,1,0.6,0,0.015625
10c0a861-416c-4712-bbf8-83290040f53b,112,Weekly,8,Enterprise,4,0.24,1,0.4444444444444444
acdd3842-fceb-464a-b70c-2907d28cca91,715,Daily,95,Enterprise,0,0.7,0,0.0
2a2b10fe-06fb-4b7e-a7dd-8b596aa87d47,311,Rarely,12,Basic,2,0.2,1,0.15384615384615385
b965f1cf-f39a-47e9-91ac-6ca7eafb5ca4,240,Daily,38,Pro,1,0.57,0,0.02564102564102564
e9472ec7-4fc3-4564-91b8-817f95428867,487,Daily,57,Pro,0,0.67,0,0.0
0f1faf93-303b-4849-947d-2eda782d6138,515,Rarely,12,Enterprise,1,0.75,0,0.07692307692307693
0fa0b474-6adb-4723-8acc-899fbd69e615,256,Daily,46,Pro,2,0.63,0,0.0425531914893617
017e8c0f-b207-4bc4-96a6-176f69859ecc,911,Weekly,55,Pro,3,0.5,0,0.05357142857142857
f0f9dcb3-3c85-4353-ab0f-340d2126e6fd,320,Weekly,41,Basic,14,0.15,1,0.3333333333333333
7bf396ff-b1d4-49aa-b4c3-beea9a1ceabd,78,Daily,39,Basic,4,0.03,0,0.1
4bac49b5-00d6-4d66-abd6-6e08140af43f,582,Daily,64,Basic,2,0.44,0,0.03076923076923077
ee6130cb-43c2-409f-8b0a-12555589faaf,144,Daily,15,Basic,3,0.26,1,0.1875
8e8639af-fccc-4acc-8e61-b75d447327e9,828,Daily,15,Basic,0,0.6,0,0.0
ea412d7c-ef49-4da8-b79b-2e8b8089d6f5,570,Weekly,27,Basic,1,0.67,0,0.03571428571428571
e16da087-51d9-4771-8092-ecbc028b5f68,939,Daily,25,Basic,4,0.33,0,0.15384615384615385
48f54a5e-75a5-4742-84d4-399b06ce3410,836,Weekly,27,Basic,0,0.67,0,0.0
df5d3d3e-9bd9-48d3-b203-847e6d2edd1a,207,Weekly,43,Basic,2,0.55,0,0.045454545454545456
88d80824-4f1b-4f36-bb6c-9583d02f880b,557,Daily,75,Pro,5,0.73,0,0.06578947368421052
0913ed52-047e-4857-8aaa-260f91700ddd,630,Weekly,42,Basic,0,0.57,0,0.0
bdf3728a-17c9-4acc-bb4e-82d948cd2639,236,Weekly,8,Enterprise,3,0.18,1,0.3333333333333333
877f4a6b-7d8c-45a8-81d4-fd83444c412f,138,Weekly,19,Enterprise,1,0.24,1,0.05
e1d91669-02c9-4dd4-8f06-3177c0107217,436,Rarely,3,Basic,5,0.36,1,1.25
85ba2008-ade5-4d0e-8f94-e38f06479f9b,455,Daily,60,Pro,12,0.55,0,0.19672131147540983
4170a1e2-0105-4806-8862-3a63c6c76b6b,202,Weekly,22,Pro,2,0.66,0,0.08695652173913043
0237ad5f-4db3-4f88-9f73-16ce0ff04bb2,727,Weekly,2,Enterprise,17,0.42,0,5.666666666666667
5fc44996-41c1-4a9e-8b04-2821af4e7b15,524,Weekly,40,Enterprise,1,0.59,0,0.024390243902439025
1c19823d-2946-4a17-a645-3950e9fab8d4,911,Daily,108,Enterprise,0,0.29,1,0.0
a57e85ba-384c-4f46-bc14-46a10bbc9031,1026,Daily,43,Pro,1,0.76,0,0.022727272727272728
317c6963-9a7a-461b-bd69-6ab699fda234,845,Weekly,34,Basic,1,0.92,0,0.02857142857142857
7d71605d-e2a9-49cb-bf31-69e846b0790c,369,Weekly,1,Pro,4,0.25,1,2.0
dfb05da6-6cef-4030-9665-cb5823e545e9,500,Weekly,52,Pro,4,0.05,1,0.07547169811320754
59332ee4-3c32-4aa1-9387-cad2cead7a3d,759,Weekly,7,Pro,1,0.65,1,0.125
313a1c9f-4350-4dab-ac84-533dee477503,695,Daily,57,Enterprise,17,0.04,1,0.29310344827586204
e012abc3-2c12-4a00-b099-3eadeca8ed01,86,Weekly,21,Enterprise,0,0.43,0,0.0
178f73c7-a79a-4459-8631-b9e27e3274e2,588,Rarely,1,Basic,5,0.41,1,2.5
57a42f22-9609-41b4-bfa0-27b21afff850,639,Weekly,8,Basic,3,0.65,1,0.3333333333333333
2e5c1842-a6fa-4c6c-bfe5-5b2a89c8aed8,644,Weekly,3,Pro,3,0.5,0,0.75
eefcf601-6af5-41e2-96d7-8a22b8f6d13f,419,Rarely,10,Basic,0,0.34,1,0.0
61e08358-15a6-433b-8cbc-76eb98731a61,734,Daily,106,Pro,0,0.36,0,0.0
99bccc13-cb0b-4d2e-94c0-6fde9f133c5c,220,Weekly,40,Pro,0,0.69,0,0.0
cb0e1476-d5f7-4fd5-a2b0-61650b804d8a,496,Rarely,11,Pro,1,0.43,1,0.08333333333333333
be0fff09-d876-4715-918d-6b6508f652eb,739,Weekly,7,Basic,0,0.45,0,0.0
d47ba6b9-4ea0-4cf8-85a9-de4c3ceb62ae,606,Weekly,9,Basic,0,0.12,1,0.0
58d7c51e-ce39-4383-8abb-9d778aacc71a,355,Daily,16,Basic,5,0.69,0,0.29411764705882354
ae8293e7-f48b-4bed-ad31-f3c460adc7dc,575,Rarely,1,Basic,1,0.42,1,0.5
c042aaf0-217a-455b-81f3-09cb20491239,98,Daily,70,Pro,0,0.53,0,0.0
ee38a84b-09f3-48e9-ac34-62ee419fcf15,826,Daily,54,Basic,2,0.64,0,0.03636363636363636
b3eda6f0-d0d0-44f4-8cda-5bd264d72832,744,Daily,33,Pro,0,0.65,0,0.0
742419fa-826b-4d88-a4c9-d19a82fd6020,314,Rarely,10,Basic,3,0.68,1,0.2727272727272727
c0a4b90a-d313-4052-805f-270d19f69cbf,426,Weekly,26,Basic,2,0.63,1,0.07407407407407407
50ab96fb-f120-4142-a8ca-9ee798fb00ae,818,Daily,19,Pro,4,0.47,0,0.2
537b8d53-8266-4d42-8bdc-0b1fd6f52b41,560,Weekly,12,Pro,0,0.66,1,0.0
5b062cf0-638e-4d8a-bf9e-a2c0b584c416,1092,Weekly,5,Enterprise,8,0.88,0,1.3333333333333333
3526f839-9868-470c-ae9b-51b3d474061d,938,Daily,30,Basic,4,0.37,0,0.12903225806451613
e6930d54-a940-44f6-b4d0-af5174184858,212,Weekly,33,Basic,0,0.67,0,0.0
cc7f4d16-630d-4151-9b23-3378b3c60c0c,762,Rarely,14,Pro,2,0.36,1,0.13333333333333333
90107b47-d45a-4e74-89e4-dc3cebc2be01,614,Weekly,39,Basic,0,0.18,0,0.0
3ef06d31-dfc6-41f2-8183-58c4caa25807,866,Daily,56,Basic,3,0.45,0,0.05263157894736842
d4050340-e9ec-47f5-bd2a-843a52b2e0ee,423,Daily,45,Basic,6,0.15,1,0.13043478260869565
679861d3-6b81-42c2-a7da-0fe483fad492,1070,Weekly,28,Enterprise,4,0.54,0,0.13793103448275862
678481f2-5162-4192-b902-345464981bab,213,Daily,82,Pro,2,0.42,0,0.024096385542168676
f8fe5624-4877-452b-92a0-3130809b84f1,289,Rarely,8,Enterprise,0,0.47,0,0.0
b09cd4d6-2e51-404d-b3fb-8f96e3d423e8,313,Rarely,10,Basic,1,0.19,1,0.09090909090909091
c87069b0-56f3-4b08-913e-19abb70defa0,954,Weekly,12,Pro,1,0.78,1,0.07692307692307693
fcc5a8f7-c1d4-4139-bb1a-2eb580dc89d7,214,Daily,46,Pro,3,0.52,0,0.06382978723404255
5f967f7d-9d09-4285-91e8-f7b638a760ef,267,Weekly,8,Basic,1,0.4,1,0.1111111111111111
a6044657-8c00-4091-8c8c-80ff00e29c20,99,Daily,111,Enterprise,0,0.76,0,0.0
949c8a0e-0648-4aa0-a3b6-5acea7d30f36,1000,Weekly,55,Pro,1,0.25,1,0.017857142857142856
e1cac510-73fd-4c73-bd54-e924f707883d,1044,Weekly,5,Basic,0,0.73,1,0.0
993dbc3a-9395-4c70-a426-8bd2f266e9f4,522,Daily,78,Enterprise,2,0.97,0,0.02531645569620253
a8b2ac22-dd31-483e-8672-592b7089138f,790,Weekly,28,Enterprise,4,0.36,0,0.13793103448275862
e5d6602a-d1f8-49e1-b21d-c01b5033166c,401,Daily,48,Pro,2,0.48,0,0.04081632653061224
40708f77-a899-4596-b730-36932f99ad4f,251,Rarely,2,Basic,9,0.29,1,3.0
da5d7ae9-c477-4d03-8f2e-61e25fb339ec,33,Rarely,7,Pro,0,0.33,1,0.0
848a19c6-7332-4526-84e3-e8c339d70689,610,Weekly,42,Pro,1,0.69,0,0.023255813953488372
6c6c5375-0c96-4321-9b14-ef0eb8dc6169,763,Daily,101,Enterprise,4,0.65,0,0.0392156862745098
39fd4eb8-5474-46a9-9cdc-349262e0d146,118,Daily,65,Basic,3,0.06,0,0.045454545454545456
c67483a9-271a-413d-89e4-db6914dbf596,680,Rarely,6,Basic,2,0.39,1,0.2857142857142857
ae5aacd0-2d3c-4f70-9bdc-035afdfe0884,669,Weekly,48,Basic,1,0.57,0,0.02040816326530612
88a183bf-c2b8-4819-bbc4-7f556b238ee5,456,Daily,35,Pro,3,0.42,0,0.08333333333333333
224cd2d9-86aa-4e1b-9c92-1a63a6ad27e4,990,Daily,25,Basic,1,0.34,1,0.038461538461538464
9075c2dd-e266-41ae-ba8f-abd8d0dced5d,877,Daily,116,Basic,0,0.79,0,0.0
2cd6638e-9e22-45fa-9cc3-852c02965962,684,Weekly,3,Pro,2,0.33,1,0.5
1858812e-7920-4fe1-9eba-e7a0dfdf8962,479,Rarely,9,Basic,4,0.26,1,0.4
71b7d41e-aa6d-46fd-a950-4cf61c405f76,369,Daily,93,Pro,1,0.95,0,0.010638297872340425
36f63275-5e2f-4c5b-8453-3d16c38a935f,328,Rarely,7,Basic,1,0.27,0,0.125
d0751661-3bad-42af-9088-3b74f41e9d8a,418,Rarely,2,Pro,1,0.23,1,0.3333333333333333
9cd0ba71-da08-4b41-9654-a745fc5ff78e,657,Weekly,40,Pro,2,0.25,1,0.04878048780487805
015dc834-ac4d-4ee3-b16b-a9313474f384,82,Weekly,7,Pro,3,0.53,1,0.375
6c5761a0-255c-4a63-a3e5-328f9ddff1f5,864,Daily,46,Basic,2,0.58,0,0.0425531914893617
62264fc9-589e-4acc-9f3a-ee0d91ab4ad3,1017,Daily,44,Basic,0,0.68,0,0.0
a0334960-03de-416e-89f6-25813bd944fc,1006,Daily,37,Enterprise,0,0.14,1,0.0
850cc9fe-84bc-42e4-bcd8-39ecc9451df0,546,Rarely,14,Basic,1,0.49,1,0.06666666666666667
7983c0dd-6ac5-4689-89c5-7021adaa2d5e,190,Rarely,4,Basic,4,0.48,1,0.8
a99c0c0a-2b5a-4c91-aafe-b1c8b9c13a4f,599,Rarely,5,Pro,3,0.17,1,0.5
ed22d7a4-81a7-47ae-9b77-74bfab5a3245,758,Daily,82,Basic,2,0.11,0,0.024096385542168676
71710db6-9610-4f22-b194-e5c5e658c8b4,1017,Rarely,7,Enterprise,2,0.33,1,0.25
b24854f9-cba8-4ffc-a9e9-12647c0b2090,697,Daily,26,Basic,0,0.53,0,0.0
3c04ff16-f13f-4363-8564-14a285d5c644,171,Daily,50,Pro,1,0.44,0,0.0196078431372549
aca55d7a-31d5-4cc7-aafe-b9bb3255d054,219,Rarely,7,Pro,0,0.33,0,0.0
c571ac4d-ad6e-4c52-bc2d-55e1895c7af8,55,Weekly,43,Basic,0,0.64,0,0.0
267a98ef-9175-42c3-bf50-8a2cb33638f4,691,Daily,32,Pro,5,0.07,1,0.15151515151515152
a7e259d9-c951-4fbe-a5b0-1791984f0ce4,817,Daily,51,Enterprise,4,0.39,1,0.07692307692307693
e8ff5f04-cc0e-44cc-ab9d-b7c2814cd672,1010,Daily,74,Pro,5,0.78,0,0.06666666666666667
989d88dd-648b-4ac3-b7c0-d52377d14fea,875,Weekly,29,Pro,3,0.83,0,0.1
6f0c00ac-387c-4296-9df2-c9d4fe038bb2,72,Weekly,34,Basic,6,0.31,0,0.17142857142857143
fe2c857c-6537-4b90-aa2b-d17d61757993,511,Rarely,1,Basic,1,0.66,0,0.5
5daae4db-4dac-4a48-b547-80d387782dce,1049,Daily,45,Pro,0,0.11,0,0.0
e124628a-36fc-48cb-a930-fccbdc94ca04,948,Weekly,20,Basic,1,0.06,1,0.047619047619047616
a8009a62-713e-4448-8e32-e1f9f860ac90,755,Weekly,59,Basic,0,0.34,0,0.0
c882f4ff-2580-4a91-8159-1695be59e0da,1072,Weekly,5,Basic,2,0.6,0,0.3333333333333333
4ef8281f-98ef-45d6-a272-310f3bbadd61,1011,Daily,50,Basic,5,0.45,0,0.09803921568627451
bc320592-2a1d-4c97-92c1-7d133cf3ff16,917,Daily,50,Basic,3,0.85,0,0.058823529411764705
e4dc0cd8-6e20-4b09-b0e8-5ea2ef00a777,782,Weekly,16,Pro,3,0.73,0,0.17647058823529413
940abb54-018b-4db4-9058-b383fdd31141,261,Weekly,17,Basic,1,0.83,0,0.05555555555555555
6992f324-112f-44ca-b5d4-4ebcd423d03b,447,Daily,37,Enterprise,2,0.85,0,0.05263157894736842
f7e50f2e-624a-4d81-8f3a-94bc80d67d92,748,Weekly,1,Pro,8,0.15,1,4.0
b4dafe4a-5fb9-4fe8-807f-9f0a2774612d,503,Daily,59,Basic,13,0.21,1,0.21666666666666667
ce8f3e60-fd1e-40f2-897d-70518ebd9a69,502,Weekly,58,Pro,4,0.99,0,0.06779661016949153
4bb6b934-559c-4706-897f-19c9c2b1dfe4,15,Weekly,1,Basic,1,0.23,1,0.5
f029b104-6745-4c31-8436-72764f4d847f,673,Weekly,13,Enterprise,1,0.55,0,0.07142857142857142
388f2f34-3b09-40ca-8f5e-7ce23da41d81,665,Weekly,26,Basic,3,0.27,1,0.1111111111111111
ed3a6729-d740-48c4-a778-fa2c93b249c4,644,Daily,17,Basic,0,0.53,0,0.0
df1ecaeb-1013-4ae2-86e8-635931d694c5,1077,Daily,16,Basic,4,0.84,0,0.23529411764705882
e7d4d5fa-419c-43e2-a9af-4b1a07aa4dd7,405,Daily,104,Basic,0,0.41,1,0.0
94afcb3a-b76f-45fd-94cc-5374860d25fc,714,Daily,37,Pro,1,0.66,0,0.02631578947368421
4dda9424-bed7-4762-a510-6ac32dc692f3,265,Rarely,2,Basic,0,0.4,1,0.0
02e1e4b2-45f4-48d0-862b-518263a4f27f,38,Daily,20,Pro,0,0.33,0,0.0
81f45b25-2b82-4da9-8034-7792e843ee87,806,Weekly,10,Pro,2,0.35,0,0.18181818181818182
2e255cae-023f-4d4b-ba6f-e7e24ffe2933,42,Weekly,34,Basic,2,0.55,0,0.05714285714285714
57fe6e75-0465-4882-9aed-2a5413c3757a,4,Weekly,51,Pro,0,0.42,0,0.0
365445e4-7bbd-449e-8617-94ba4cc25916,64,Weekly,3,Basic,1,0.77,1,0.25
f1fc8980-9eb9-43f1-933e-b2a767da00c2,819,Daily,46,Basic,3,0.73,0,0.06382978723404255
45a1900f-41f5-49ef-9a8f-ffdde1689fe6,1049,Weekly,1,Pro,1,0.37,1,0.5
497dc4a1-19eb-4eba-8547-af9124ca8301,929,Rarely,9,Basic,4,0.57,1,0.4
489663a1-4da8-4d2e-ba4b-c9786390a122,13,Rarely,3,Basic,3,0.36,1,0.75
e7bec420-d2e8-4f8e-9314-c0011f77cc03,56,Weekly,42,Enterprise,1,0.57,0,0.023255813953488372
13e10779-0688-4f57-b7d7-c59f012f7e58,596,Daily,38,Pro,0,0.66,0,0.0
12f5f48f-c291-4909-a4e6-0f26bec3a868,256,Weekly,55,Basic,7,0.58,0,0.125
0c196d51-d015-49d4-9979-2a9e8af737af,175,Weekly,42,Basic,3,0.42,0,0.06976744186046512
c30acb77-daf2-4802-a000-2e6b766b5362,627,Weekly,54,Basic,0,0.37,0,0.0
9a505b43-3edb-460a-8af8-66ae4bd5bd86,466,Weekly,19,Basic,0,0.41,0,0.0
1d4cc937-b61b-42da-b7f5-c0e2dc31ae20,691,Weekly,11,Pro,17,0.08,1,1.4166666666666667
a4a412ae-57b3-4596-9db9-2c2c7fa74f96,964,Weekly,47,Pro,1,0.24,0,0.020833333333333332
00421145-5693-4e39-8afc-28ba22fcf77e,819,Rarely,13,Enterprise,3,0.28,1,0.21428571428571427
35af99f5-148c-4803-939d-4ff187251e87,782,Weekly,10,Basic,6,0.8,1,0.5454545454545454
608cb8a6-9e2a-46d9-8a83-bbd3b4096802,435,Daily,82,Enterprise,0,0.62,0,0.0
6c4b554d-0962-47c9-9dc6-283d77285ea0,424,Daily,33,Pro,1,0.71,0,0.029411764705882353
7e8ddec5-851f-41c8-a44a-92dfc905cf5d,808,Daily,51,Basic,1,0.7,0,0.019230769230769232
4257fb75-ddab-4ebd-b053-77872551983d,311,Weekly,5,Basic,1,0.42,1,0.16666666666666666
16019225-f44f-4650-bdfd-79ed0ac461e4,388,Weekly,30,Basic,1,0.41,0,0.03225806451612903
2cf48fab-c551-4f43-ba83-da78da76a83c,594,Weekly,52,Basic,2,0.6,0,0.03773584905660377
3ff7ffea-76c5-4f5a-bacf-34ceb35fe212,824,Daily,63,Pro,3,0.55,0,0.046875
8fd3e91f-2ef3-41b7-be03-9ca96756e05e,508,Rarely,3,Basic,8,0.44,1,2.0
84985d9d-92c9-4c47-adb1-9d1cfa498247,873,Rarely,13,Basic,1,0.7,1,0.07142857142857142
cdb7d5ab-971a-4700-8273-7632cf4a0867,137,Daily,48,Pro,2,0.49,0,0.04081632653061224
42f439f3-3b91-472f-af8b-d1460d3f463d,252,Rarely,3,Basic,1,0.17,1,0.25
4665f2c3-6337-4bd4-9ee2-a9ec40bf5414,567,Daily,69,Enterprise,1,0.63,0,0.014285714285714285
388fe5d3-aac7-44e8-bb1e-bf162565136c,654,Rarely,12,Pro,0,0.51,1,0.0
931f826c-5cba-4cf5-bd0a-567c8baa226d,590,Daily,71,Basic,12,0.63,0,0.16666666666666666
82c35cfb-d443-42d2-aa41-d8afc3c3e029,150,Daily,17,Enterprise,2,0.65,0,0.1111111111111111
3659317e-2717-4a45-842c-f961f591a72e,809,Weekly,52,Basic,6,0.8,0,0.11320754716981132
142feff0-2907-4811-ad26-3fcf32a1bd88,305,Daily,25,Basic,1,0.57,0,0.038461538461538464
be8c5181-2071-426c-8fa9-914887b56150,994,Daily,50,Pro,1,0.63,0,0.0196078431372549
37ab984a-40e9-4e7d-9d04-72327e0d98d2,446,Rarely,12,Basic,6,0.04,1,0.46153846153846156
545a2b58-507b-4895-9058-ab77bbdbe67a,184,Rarely,5,Enterprise,8,0.4,1,1.3333333333333333
af17ec19-0b21-436c-9ab8-61c45b1df4e7,390,Rarely,13,Basic,1,0.24,1,0.07142857142857142
428f74f3-d5ef-4210-98b3-37290f6b4683,1002,Daily,19,Pro,1,0.19,1,0.05
a7c32f1d-2878-4514-9b54-9969f537125b,664,Weekly,27,Pro,0,0.6,0,0.0
7ac6f200-4d29-4af6-ad22-80977e639544,389,Rarely,5,Basic,1,0.11,1,0.16666666666666666
03e8ca50-852d-4474-8d10-53084b253406,848,Weekly,47,Basic,3,0.3,1,0.0625
0da560e1-ba0d-491c-a9e5-868314540528,817,Daily,106,Basic,1,0.6,0,0.009345794392523364
76ef1fe3-496e-4441-b29e-75dc7d136045,615,Weekly,12,Enterprise,3,0.26,1,0.23076923076923078
3372f0de-44d7-4072-807f-2556e38fc78c,706,Weekly,22,Basic,0,0.31,0,0.0
98a4beb2-0544-4bcc-bd32-6a8b178f8843,187,Weekly,31,Pro,6,0.16,1,0.1875
7ce48793-2fe6-429a-a536-110581aea2ef,1030,Weekly,39,Pro,8,0.59,0,0.2
913ff2bf-3597-42ca-8743-db5a3f96421b,480,Rarely,13,Basic,8,0.57,1,0.5714285714285714
dfc8172c-d6c1-48b8-9da4-b5be671ecb6f,117,Rarely,1,Pro,1,0.69,1,0.5
f5900a21-fee7-497c-9c6f-6430d17d2314,660,Weekly,9,Basic,2,0.41,1,0.2
b4885f42-8453-4ca7-9920-bd058c14b30b,453,Daily,19,Pro,1,0.7,0,0.05
814450f5-5c44-4522-b5e0-d0c8a6b87740,96,Daily,26,Pro,1,0.33,0,0.037037037037037035
bbbfc416-dda5-4a3d-bdfa-685bf5a9f3aa,279,Rarely,10,Basic,4,0.01,1,0.36363636363636365
41d564a1-84eb-4cf2-b2ae-827a27466413,318,Weekly,7,Enterprise,7,0.06,1,0.875
a50b9974-8468-472d-b526-b64f2a9a0e0c,299,Daily,105,Enterprise,4,0.3,0,0.03773584905660377
6aeb1c82-caa5-44b6-bdad-671f790d61c3,311,Weekly,8,Basic,0,0.26,1,0.0
28f1a708-cde6-41eb-846e-f9eac77a67b5,233,Daily,65,Basic,12,0.32,1,0.18181818181818182
cea4f19a-39bc-4df1-a718-40cffd19153b,608,Weekly,19,Pro,6,0.44,0,0.3
124e345e-9406-4347-8e3e-27f352a4af95,958,Daily,39,Basic,1,0.68,0,0.025
1094e801-4c48-4bad-9440-95656d9a9cf5,889,Rarely,9,Basic,19,0.53,1,1.9
5298083b-eb0e-4b11-a644-b64f2a4e37e4,419,Weekly,36,Basic,1,0.01,1,0.02702702702702703
1627088c-1ff3-40f8-9dcf-91e340acb7c4,877,Rarely,2,Basic,3,0.29,1,1.0
f2696f5a-7b94-4109-98a4-0b4ab2b049ab,657,Daily,53,Pro,0,0.71,0,0.0
9dda1865-9dd8-4a30-b30d-ed11f8513dc6,70,Daily,91,Basic,3,0.68,1,0.03260869565217391
fa036a1d-0e9c-45a7-9c36-9c8cff7ac442,793,Weekly,30,Pro,0,0.78,0,0.0
80bf349a-fddb-4d6d-a72a-50f62294a2b9,331,Daily,52,Basic,1,0.27,0,0.018867924528301886
2a87c013-c358-4b18-908b-2a88d41a48ac,448,Weekly,30,Basic,0,0.66,0,0.0
e2f47540-f9fc-4405-bdd0-11c2ff84135d,505,Daily,18,Pro,2,0.58,0,0.10526315789473684
55c32114-f8d2-4b4c-8032-c6c2866ed1bc,396,Daily,56,Enterprise,2,0.82,0,0.03508771929824561
4412405e-eefb-4052-9d48-ac48d7fab145,175,Daily,99,Pro,1,0.76,0,0.01
010c680f-153c-4578-8d6d-13f506a6baa9,741,Daily,62,Pro,1,0.55,0,0.015873015873015872
037ca95f-820c-4fdb-83a1-f491edd89c08,954,Daily,38,Enterprise,2,0.52,0,0.05128205128205128
8f321092-cb86-4a84-bee2-a5343b536e13,922,Daily,16,Basic,2,0.13,0,0.11764705882352941
81e80bc3-dd26-4bc6-8ba3-f8b72f289ac2,360,Weekly,43,Pro,1,0.17,0,0.022727272727272728
ad16e39f-0830-442f-9707-9cc13ab20494,13,Daily,72,Enterprise,5,0.4,0,0.0684931506849315
c16aabd1-a0b5-46a3-b09c-4aa0cbee9151,52,Daily,40,Pro,4,0.23,0,0.0975609756097561
fc665298-b5fd-41ac-bf05-dca9b822e922,409,Daily,66,Basic,0,0.6,0,0.0
010fa925-736f-462a-bb0a-fe6b22228423,612,Weekly,3,Enterprise,0,0.55,0,0.0
39713dd6-d615-42e9-b120-e9c17ac5568b,179,Daily,103,Pro,0,0.87,0,0.0
2a2cc89c-d3ff-4396-9aca-62484dc92e73,897,Weekly,14,Basic,1,0.68,1,0.06666666666666667
b89e712e-8ded-4d33-9721-4a1c94579400,242,Weekly,1,Pro,1,0.49,1,0.5
26b4932a-61b5-4373-8168-fdc1694af5c8,777,Weekly,7,Pro,5,0.28,1,0.625
91534361-0492-4f05-b189-acb52d0270b6,74,Weekly,4,Pro,3,0.01,1,0.6
0b9b5227-b604-43a1-8db7-479f8eb6704e,708,Daily,38,Pro,1,0.8,0,0.02564102564102564
b99722c9-b82a-435f-96a6-8d892a52dd1f,401,Daily,36,Basic,0,0.28,0,0.0
3dbd839c-8ea1-4d4e-9ab5-3a9ed311831c,716,Daily,84,Pro,3,0.6,0,0.03529411764705882
f959346a-99b7-4d2d-82e9-e5df2ccd2e3e,260,Daily,25,Enterprise,2,0.83,0,0.07692307692307693
2bcf2c79-fb74-4813-818e-693b3a8594cb,715,Weekly,1,Pro,18,0.15,1,9.0
c3b7a9a8-230b-43e6-a240-61fbd81309e8,743,Daily,97,Basic,0,0.48,0,0.0
6cc3f6bb-36e7-4c9c-aa10-87ab52d61679,485,Daily,47,Pro,3,0.43,0,0.0625
f1c180b9-6c66-416f-9809-f6cc0ddac29c,12,Weekly,37,Enterprise,0,0.46,0,0.0
37ebd6fc-a7d0-45d7-a070-f28113b438a4,985,Daily,68,Enterprise,1,0.41,0,0.014492753623188406
41f54ffb-116f-4b27-a296-48515d5bdc17,1041,Weekly,3,Enterprise,4,0.09,1,1.0
a1873ec9-6944-44fd-b8c9-b571920797ff,902,Rarely,13,Enterprise,8,0.29,1,0.5714285714285714
0de05912-94b3-4a31-946a-f0587a89c3e1,1055,Weekly,17,Pro,0,0.36,0,0.0
5f618698-65db-40f3-bb2e-3b70f73a13a4,302,Daily,25,Pro,0,0.72,0,0.0
f98c2683-282d-43af-9801-8d24448ecd28,288,Weekly,9,Basic,3,0.3,1,0.3
1075b1ad-9335-42c8-a96d-15f3de0328fe,428,Weekly,2,Basic,4,0.22,1,1.3333333333333333
4f6b72f2-ec08-4d53-9d36-693810d268b5,405,Daily,26,Basic,9,0.29,1,0.3333333333333333
a7be8913-abe2-421b-ab59-c10350b3c9ce,598,Weekly,52,Basic,0,0.46,0,0.0
6d76dcaf-0342-455e-a508-667b2fd33fdb,725,Daily,64,Basic,0,0.68,0,0.0
e71da460-e623-4d8c-8a42-4db422282e8e,47,Weekly,17,Basic,2,0.48,0,0.1111111111111111
b3c8255b-09f8-4607-9899-60a31ba30085,250,Rarely,9,Enterprise,1,0.63,0,0.1
86cfd1cc-2f85-4917-82d2-73f103500dfb,914,Weekly,53,Pro,0,0.25,0,0.0
895afd45-f8a3-456e-bec5-e4acb1867e6e,575,Daily,92,Basic,3,0.62,0,0.03225806451612903
1d46ae9d-c811-49dd-bef0-fe59efb81de5,716,Weekly,41,Enterprise,1,0.68,0,0.023809523809523808
