customer_id,Account_Age_Days,Daily_Usage_Mins,Support_Tickets_90Days,API_Utilization_Rate,churn_proba,sentiment_score,fused_proba,Login_Frequency,Plan_Tier,Dominant_SHAP_Driver,risk_band,discount_pct,discount_months,Retained
CUST-034392,397,12,3,0.141,1.0,0.607,0.9,Rarely,Enterprise,technical_friction,High,20,6,0
CUST-034393,477,38,1,0.634,0.295,0.408,0.253,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034394,430,8,2,0.621,0.99,0.414,0.862,Rarely,Basic,technical_friction,High,15,3,0
CUST-034395,769,20,1,0.644,0.359,0.339,0.283,Weekly,Enterprise,price_sensitive,Low,0,0,0
CUST-034396,898,26,5,0.575,0.882,0.73,0.871,Rarely,Basic,technical_friction,High,10,6,0
CUST-034397,6,50,3,0.541,0.572,0.511,0.562,Weekly,Basic,price_sensitive,Medium,0,0,1
CUST-034398,426,41,3,0.492,0.517,0.621,0.55,Daily,Pro,technical_friction,Medium,15,12,1
CUST-034399,43,42,2,0.29,0.559,0.509,0.548,Weekly,Basic,technical_friction,Medium,10,12,1
CUST-034400,569,40,1,0.565,0.245,0.355,0.202,Daily,Enterprise,price_sensitive,Low,0,0,0
CUST-034401,605,6,3,0.47,1.0,0.651,0.906,Rarely,Basic,technical_friction,High,20,6,0
CUST-034402,284,24,1,0.373,0.519,0.357,0.443,Weekly,Basic,technical_friction,Medium,15,3,0
CUST-034403,532,36,4,0.597,0.559,0.771,0.652,Weekly,Pro,price_sensitive,Medium,0,0,0
CUST-034404,1007,22,2,0.226,0.93,0.687,0.885,Rarely,Basic,price_sensitive,High,10,12,0
CUST-034405,24,40,1,0.28,0.573,0.435,0.532,Daily,Pro,technical_friction,Medium,10,12,1
CUST-034406,844,14,2,0.347,0.639,0.445,0.603,Daily,Pro,price_sensitive,Medium,10,12,1
CUST-034407,1031,18,6,0.211,0.824,0.748,0.845,Weekly,Pro,price_sensitive,High,15,12,0
CUST-034408,1056,63,1,0.481,0.197,0.271,0.152,Daily,Enterprise,technical_friction,Low,0,0,1
CUST-034409,1071,24,1,0.806,0.113,0.467,0.149,Weekly,Basic,price_sensitive,Low,15,3,1
CUST-034410,502,59,4,0.401,0.565,0.573,0.58,Daily,Pro,price_sensitive,Medium,15,6,0
CUST-034411,1068,41,3,0.62,0.313,0.406,0.267,Weekly,Enterprise,technical_friction,Low,0,0,1
CUST-034412,589,45,3,0.311,0.599,0.53,0.597,Weekly,Enterprise,technical_friction,Medium,10,3,0
CUST-034413,609,33,2,0.208,0.639,0.531,0.637,Weekly,Pro,price_sensitive,Medium,10,12,0
CUST-034414,140,20,3,0.968,0.395,0.428,0.348,Weekly,Basic,technical_friction,Medium,5,12,0
CUST-034415,627,39,2,0.774,0.185,0.247,0.141,Weekly,Pro,price_sensitive,Low,0,0,1
CUST-034416,603,47,1,0.337,0.274,0.319,0.212,Weekly,Enterprise,technical_friction,Low,0,0,1
CUST-034417,860,28,4,0.692,0.48,0.272,0.369,Weekly,Pro,technical_friction,Medium,10,3,0
CUST-034418,306,48,1,0.387,0.384,0.285,0.286,Weekly,Basic,technical_friction,Low,10,12,1
CUST-034419,260,25,1,0.452,0.518,0.331,0.431,Daily,Enterprise,technical_friction,Medium,0,0,1
CUST-034420,212,13,3,0.421,0.813,0.482,0.769,Weekly,Basic,technical_friction,High,0,0,0
CUST-034421,430,11,1,0.237,0.91,0.645,0.868,Rarely,Pro,technical_friction,High,5,3,1
CUST-034422,366,23,5,0.285,0.895,0.84,0.895,Weekly,Pro,price_sensitive,High,20,3,0
CUST-034423,1067,29,6,0.72,0.806,1.0,0.885,Rarely,Enterprise,technical_friction,High,15,12,0
CUST-034424,891,60,3,0.899,0.052,0.428,0.113,Daily,Enterprise,technical_friction,Low,10,12,1
CUST-034425,184,26,2,0.199,0.73,0.577,0.735,Weekly,Enterprise,price_sensitive,High,15,6,0
CUST-034426,269,25,2,0.361,0.793,0.403,0.729,Weekly,Pro,technical_friction,High,0,0,0
CUST-034427,958,35,3,0.59,0.368,0.47,0.338,Daily,Pro,price_sensitive,Medium,0,0,1
CUST-034428,87,76,2,0.815,0.103,0.456,0.142,Daily,Basic,price_sensitive,Low,0,0,1
CUST-034429,81,50,1,0.714,0.214,0.374,0.186,Daily,Basic,technical_friction,Low,5,6,1
CUST-034430,35,92,2,0.266,0.451,0.242,0.331,Daily,Pro,technical_friction,Medium,0,0,1
CUST-034431,620,24,2,0.598,0.418,0.252,0.304,Weekly,Enterprise,technical_friction,Medium,20,6,1
CUST-034432,1083,57,1,0.695,0.055,0.374,0.106,Daily,Basic,technical_friction,Low,10,3,1
CUST-034433,62,12,2,0.038,1.0,0.752,0.92,Rarely,Pro,price_sensitive,High,15,6,0
CUST-034434,281,21,4,0.396,0.769,0.694,0.798,Weekly,Basic,technical_friction,High,15,6,1
CUST-034435,270,21,5,0.51,0.878,0.503,0.819,Daily,Basic,price_sensitive,High,0,0,0
CUST-034436,393,33,0,0.809,0.139,0.258,0.121,Weekly,Basic,price_sensitive,Low,0,0,1
CUST-034437,701,32,3,0.552,0.915,0.771,0.892,Rarely,Basic,price_sensitive,High,20,3,1
CUST-034438,965,20,6,0.294,0.835,0.943,0.888,Weekly,Basic,price_sensitive,High,15,6,0
CUST-034439,996,56,1,0.358,0.064,0.392,0.112,Daily,Pro,price_sensitive,Low,0,0,1
CUST-034440,321,31,2,0.78,0.317,0.487,0.298,Daily,Pro,technical_friction,Low,0,0,1
CUST-034441,34,23,8,0.48,0.97,0.769,0.912,Rarely,Basic,technical_friction,High,0,0,0
CUST-034442,712,28,1,0.404,0.467,0.548,0.469,Weekly,Basic,technical_friction,Medium,15,6,1
CUST-034443,518,43,5,0.71,0.498,0.596,0.52,Weekly,Basic,price_sensitive,Medium,5,3,1
CUST-034444,100,25,3,0.496,0.755,0.717,0.795,Weekly,Basic,price_sensitive,High,0,0,1
CUST-034445,670,35,3,0.599,0.447,0.522,0.437,Weekly,Pro,price_sensitive,Medium,0,0,1
CUST-034446,230,4,2,0.608,0.875,0.812,0.882,Rarely,Pro,technical_friction,High,0,0,0
CUST-034447,136,29,1,0.209,0.61,0.238,0.488,Weekly,Enterprise,technical_friction,Medium,20,3,1
CUST-034448,93,18,2,0.171,0.968,0.867,0.924,Rarely,Pro,price_sensitive,High,20,6,0
CUST-034449,315,13,0,0.487,0.833,0.742,0.848,Rarely,Basic,price_sensitive,High,15,12,0
CUST-034450,157,25,5,0.114,0.928,1.0,0.928,Weekly,Enterprise,technical_friction,High,20,12,0
CUST-034451,944,40,3,0.846,0.253,0.365,0.21,Daily,Basic,technical_friction,Low,15,12,1
CUST-034452,815,61,2,0.303,0.335,0.44,0.298,Daily,Basic,price_sensitive,Low,0,0,0
CUST-034453,417,58,2,0.734,0.217,0.36,0.185,Daily,Enterprise,technical_friction,Low,20,12,1
CUST-034454,623,79,1,0.182,0.196,0.208,0.139,Daily,Pro,technical_friction,Low,20,12,1
CUST-034455,507,35,0,0.781,0.093,0.124,0.084,Weekly,Basic,price_sensitive,Low,20,3,1
CUST-034456,397,8,3,0.577,0.863,0.54,0.819,Rarely,Enterprise,price_sensitive,High,20,6,0
CUST-034457,133,23,4,0.5,0.734,0.546,0.727,Weekly,Pro,price_sensitive,High,20,12,0
CUST-034458,949,47,1,0.27,0.12,0.293,0.119,Daily,Enterprise,technical_friction,Low,0,0,1
CUST-034459,48,26,5,0.839,0.656,0.886,0.773,Weekly,Pro,price_sensitive,High,5,6,1
CUST-034460,872,28,2,0.317,0.498,0.496,0.478,Weekly,Pro,technical_friction,Medium,10,3,0
CUST-034461,569,18,0,0.591,0.361,0.235,0.252,Weekly,Pro,price_sensitive,Low,0,0,1
CUST-034462,819,13,2,0.379,0.562,0.476,0.537,Weekly,Basic,technical_friction,Medium,20,6,1
CUST-034463,110,7,2,0.824,0.525,0.475,0.498,Weekly,Pro,technical_friction,Medium,20,3,1
CUST-034464,78,9,2,0.253,1.0,0.561,0.893,Rarely,Enterprise,technical_friction,High,15,6,0
CUST-034465,455,23,0,0.426,0.783,0.673,0.802,Rarely,Basic,technical_friction,High,15,12,0
CUST-034466,1055,76,2,0.234,0.241,0.561,0.259,Daily,Pro,price_sensitive,Low,20,6,1
CUST-034467,694,59,1,0.226,0.278,0.297,0.208,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034468,295,25,6,0.34,0.947,0.938,0.926,Weekly,Basic,technical_friction,High,0,0,0
CUST-034469,834,33,6,0.298,0.911,0.971,0.919,Weekly,Pro,technical_friction,High,20,12,0
CUST-034470,481,26,2,0.879,0.222,0.387,0.195,Weekly,Basic,price_sensitive,Low,0,0,1
CUST-034471,938,35,2,0.441,0.414,0.274,0.309,Weekly,Basic,technical_friction,Medium,0,0,1
CUST-034472,710,16,2,0.705,0.394,0.493,0.372,Weekly,Pro,price_sensitive,Medium,0,0,1
CUST-034473,193,21,2,0.173,1.0,0.789,0.924,Rarely,Basic,technical_friction,High,20,6,1
CUST-034474,82,11,5,0.552,0.951,0.783,0.907,Weekly,Enterprise,price_sensitive,High,15,6,1
CUST-034475,648,49,0,0.519,0.273,0.444,0.248,Daily,Basic,price_sensitive,Low,0,0,0
CUST-034476,229,40,2,0.855,0.3,0.397,0.254,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034477,202,27,1,0.289,0.909,0.672,0.873,Rarely,Pro,technical_friction,High,0,0,0
CUST-034478,361,4,3,0.616,0.688,0.612,0.712,Weekly,Pro,price_sensitive,High,0,0,0
CUST-034479,252,23,3,0.466,0.916,0.553,0.852,Rarely,Basic,technical_friction,High,5,3,1
CUST-034480,188,27,2,0.483,0.485,0.465,0.452,Daily,Basic,price_sensitive,Medium,0,0,1
CUST-034481,861,29,1,0.636,0.28,0.413,0.244,Weekly,Pro,price_sensitive,Low,10,3,1
CUST-034482,476,24,0,0.536,0.387,0.526,0.378,Weekly,Basic,technical_friction,Medium,5,12,1
CUST-034483,393,26,3,0.342,0.723,0.758,0.785,Weekly,Basic,price_sensitive,High,0,0,0
CUST-034484,212,25,3,0.534,0.892,0.515,0.83,Rarely,Pro,technical_friction,High,20,12,1
CUST-034485,842,14,4,0.686,0.789,0.665,0.804,Rarely,Basic,technical_friction,High,15,12,1
CUST-034486,1090,22,4,0.651,0.394,0.441,0.352,Daily,Pro,technical_friction,Medium,15,12,1
CUST-034487,377,38,3,0.661,0.49,0.574,0.503,Daily,Basic,technical_friction,Medium,0,0,1
CUST-034488,448,37,2,0.627,0.406,0.416,0.354,Weekly,Pro,price_sensitive,Medium,0,0,0
CUST-034489,212,26,1,0.461,0.544,0.437,0.502,Weekly,Pro,technical_friction,Medium,5,12,0
CUST-034490,50,25,1,0.553,0.868,0.588,0.833,Rarely,Basic,technical_friction,High,0,0,0
CUST-034491,681,17,3,0.466,1.0,0.747,0.919,Rarely,Pro,price_sensitive,High,15,3,1
CUST-034492,276,25,5,0.801,0.728,0.858,0.814,Weekly,Pro,technical_friction,High,20,6,0
CUST-034493,24,21,2,0.398,0.994,0.426,0.866,Rarely,Pro,price_sensitive,High,15,3,1
CUST-034494,225,9,2,0.586,0.714,0.539,0.709,Weekly,Basic,technical_friction,High,20,12,1
CUST-034495,1062,24,3,0.5,0.881,0.792,0.881,Rarely,Enterprise,technical_friction,High,5,12,0
CUST-034496,1001,90,3,0.565,0.066,0.394,0.114,Daily,Basic,technical_friction,Low,0,0,1
CUST-034497,609,23,2,0.404,0.867,0.673,0.852,Rarely,Basic,technical_friction,High,0,0,0
CUST-034498,752,10,4,0.573,0.982,0.929,0.934,Rarely,Basic,technical_friction,High,5,12,0
CUST-034499,325,17,3,0.765,0.892,0.718,0.873,Rarely,Enterprise,technical_friction,High,20,6,0
CUST-034500,805,23,1,0.493,0.364,0.51,0.349,Weekly,Basic,technical_friction,Medium,10,6,1
CUST-034501,94,42,2,0.594,0.454,0.576,0.466,Daily,Basic,technical_friction,Medium,20,12,1
CUST-034502,594,29,2,0.305,0.663,0.802,0.753,Daily,Basic,price_sensitive,High,0,0,0
CUST-034503,481,36,1,0.508,0.4,0.522,0.389,Daily,Basic,technical_friction,Medium,0,0,1
CUST-034504,158,43,0,0.432,0.319,0.479,0.297,Weekly,Basic,price_sensitive,Low,20,3,1
CUST-034505,270,55,2,0.643,0.308,0.148,0.189,Daily,Basic,price_sensitive,Low,5,12,1
CUST-034506,425,53,2,0.368,0.407,0.288,0.307,Daily,Pro,technical_friction,Medium,20,12,1
CUST-034507,59,56,5,0.522,0.619,0.742,0.697,Daily,Pro,technical_friction,Medium,20,3,0
CUST-034508,416,35,2,0.437,0.48,0.428,0.432,Weekly,Basic,technical_friction,Medium,15,6,1
CUST-034509,995,48,1,0.506,0.15,0.38,0.151,Weekly,Enterprise,technical_friction,Low,15,12,1
CUST-034510,608,21,7,0.551,0.989,1.0,0.943,Rarely,Pro,price_sensitive,High,15,6,1
CUST-034511,1024,46,2,0.593,0.312,0.578,0.326,Daily,Basic,price_sensitive,Medium,10,6,1
CUST-034512,686,38,4,0.142,0.825,0.722,0.84,Daily,Basic,price_sensitive,High,20,3,0
CUST-034513,82,53,0,0.399,0.305,0.242,0.212,Daily,Enterprise,price_sensitive,Low,10,6,1
CUST-034514,348,34,2,0.19,0.713,0.77,0.781,Weekly,Basic,price_sensitive,High,15,3,1
CUST-034515,213,22,5,0.505,0.957,0.827,0.916,Rarely,Pro,technical_friction,High,0,0,0
CUST-034516,191,21,1,0.55,0.479,0.397,0.418,Weekly,Basic,technical_friction,Medium,5,3,1
CUST-034517,65,12,3,0.438,0.938,0.682,0.887,Rarely,Basic,price_sensitive,High,20,12,0
CUST-034518,215,34,1,0.4,0.512,0.335,0.427,Weekly,Pro,technical_friction,Medium,0,0,1
CUST-034519,851,61,3,0.431,0.346,0.43,0.304,Weekly,Enterprise,technical_friction,Medium,5,12,0
CUST-034520,94,40,2,0.215,0.735,0.655,0.763,Weekly,Pro,price_sensitive,High,20,12,0
CUST-034521,161,51,7,0.458,0.859,1.0,0.906,Weekly,Basic,technical_friction,High,0,0,0
CUST-034522,67,41,1,0.505,0.421,0.394,0.36,Daily,Basic,technical_friction,Medium,5,12,1
CUST-034523,347,16,0,0.533,0.749,0.672,0.778,Rarely,Basic,technical_friction,High,20,6,1
CUST-034524,1066,52,5,0.303,0.606,0.487,0.587,Daily,Pro,price_sensitive,Medium,20,12,0
CUST-034525,915,11,1,0.116,0.869,0.535,0.822,Rarely,Basic,technical_friction,High,0,0,1
CUST-034526,852,56,3,0.164,0.466,0.49,0.443,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-034527,394,12,4,0.154,1.0,0.706,0.914,Rarely,Basic,price_sensitive,High,0,0,0
CUST-034528,16,19,3,0.549,0.846,0.518,0.802,Weekly,Basic,technical_friction,High,20,6,0
CUST-034529,381,42,2,0.896,0.228,0.321,0.182,Daily,Basic,technical_friction,Low,0,0,1
CUST-034530,817,48,2,0.69,0.187,0.393,0.175,Daily,Enterprise,price_sensitive,Low,15,12,1
CUST-034531,1069,84,4,0.713,0.079,0.48,0.135,Daily,Pro,technical_friction,Low,15,6,1
CUST-034532,436,53,5,0.64,0.552,0.697,0.617,Daily,Basic,technical_friction,Medium,0,0,0
CUST-034533,1046,38,2,0.743,0.22,0.383,0.193,Daily,Basic,technical_friction,Low,20,12,1
CUST-034534,98,79,4,0.23,0.63,0.529,0.627,Daily,Basic,technical_friction,Medium,0,0,0
CUST-034535,891,21,3,0.289,0.861,0.668,0.848,Rarely,Enterprise,price_sensitive,High,10,6,1
CUST-034536,923,15,2,0.883,0.192,0.483,0.201,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034537,828,12,2,0.856,0.256,0.339,0.205,Weekly,Pro,technical_friction,Low,10,12,1
CUST-034538,803,21,3,0.84,0.316,0.57,0.327,Weekly,Enterprise,price_sensitive,Medium,20,6,1
CUST-034539,129,34,4,0.894,0.52,0.462,0.488,Daily,Basic,technical_friction,Medium,20,12,0
CUST-034540,302,63,4,0.294,0.66,0.695,0.716,Daily,Basic,price_sensitive,High,0,0,1
CUST-034541,727,53,3,0.848,0.104,0.362,0.124,Daily,Pro,technical_friction,Low,5,6,1
CUST-034542,658,33,1,0.59,0.278,0.26,0.198,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034543,13,45,3,0.538,0.533,0.628,0.57,Weekly,Pro,price_sensitive,Medium,5,12,0
CUST-034544,508,20,1,0.316,0.62,0.342,0.541,Weekly,Pro,price_sensitive,Medium,5,6,0
CUST-034545,871,15,3,0.687,0.533,0.3,0.434,Weekly,Pro,price_sensitive,Medium,0,0,1
CUST-034546,469,19,3,0.354,0.732,0.407,0.678,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-034547,293,10,1,0.154,0.918,0.59,0.861,Rarely,Basic,technical_friction,High,20,6,0
CUST-034548,394,60,2,0.447,0.339,0.151,0.21,Daily,Enterprise,price_sensitive,Low,10,12,1
CUST-034549,435,20,3,0.884,0.426,0.47,0.394,Weekly,Pro,technical_friction,Medium,15,6,0
CUST-034550,565,18,2,0.654,0.874,0.676,0.856,Rarely,Enterprise,technical_friction,High,20,12,0
CUST-034551,471,37,4,0.77,0.442,0.476,0.413,Weekly,Basic,technical_friction,Medium,0,0,1
CUST-034552,881,15,3,0.379,0.963,0.648,0.892,Rarely,Basic,technical_friction,High,15,12,0
CUST-034553,370,52,2,0.785,0.252,0.47,0.239,Daily,Basic,technical_friction,Low,0,0,1
CUST-034554,735,48,2,0.273,0.45,0.414,0.396,Daily,Basic,technical_friction,Medium,0,0,1
CUST-034555,1001,7,1,0.261,0.836,0.517,0.796,Rarely,Basic,price_sensitive,High,0,0,0
CUST-034556,216,47,1,0.634,0.276,0.431,0.246,Daily,Pro,price_sensitive,Low,10,3,1
CUST-034557,296,16,2,0.676,0.539,0.654,0.587,Daily,Enterprise,price_sensitive,Medium,5,12,1
CUST-034558,266,20,4,0.324,0.948,0.816,0.911,Rarely,Enterprise,price_sensitive,High,0,0,0
CUST-034559,127,51,2,0.224,0.611,0.466,0.583,Weekly,Basic,technical_friction,Medium,5,3,0
CUST-034560,556,37,2,0.733,0.297,0.064,0.162,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034561,778,29,2,0.453,0.452,0.533,0.446,Weekly,Basic,price_sensitive,Medium,20,6,1
CUST-034562,1074,18,1,0.165,0.882,0.598,0.844,Rarely,Pro,technical_friction,High,20,6,1
CUST-034563,603,28,3,0.325,0.727,0.57,0.73,Weekly,Pro,price_sensitive,High,15,3,1
CUST-034564,391,11,2,0.5,0.891,0.763,0.881,Rarely,Basic,technical_friction,High,0,0,0
CUST-034565,928,43,3,0.537,0.349,0.33,0.272,Weekly,Pro,technical_friction,Low,10,12,1
CUST-034566,471,17,3,0.285,0.947,0.632,0.882,Rarely,Enterprise,technical_friction,High,15,12,1
CUST-034567,327,17,2,0.236,0.925,0.617,0.869,Rarely,Pro,price_sensitive,High,15,6,0
CUST-034568,895,28,1,0.62,0.369,0.38,0.306,Weekly,Pro,price_sensitive,Medium,10,3,1
CUST-034569,816,67,1,0.707,0.128,0.291,0.123,Daily,Pro,technical_friction,Low,15,3,1
CUST-034570,1074,32,2,0.572,0.157,0.373,0.153,Daily,Pro,technical_friction,Low,20,6,0
CUST-034571,1027,88,2,0.622,0.006,0.219,0.069,Daily,Pro,technical_friction,Low,0,0,1
CUST-034572,615,24,2,0.797,0.165,0.381,0.159,Daily,Basic,technical_friction,Low,15,6,1
CUST-034573,42,36,6,0.675,0.829,0.788,0.856,Daily,Basic,technical_friction,High,15,6,0
CUST-034574,692,32,2,0.664,0.71,0.679,0.751,Rarely,Pro,price_sensitive,High,20,6,0
CUST-034575,162,21,1,0.455,0.572,0.504,0.559,Weekly,Enterprise,price_sensitive,Medium,15,3,1
CUST-034576,1040,45,2,0.207,0.453,0.528,0.445,Daily,Basic,price_sensitive,Medium,15,12,1
CUST-034577,455,51,1,0.547,0.26,0.382,0.22,Daily,Basic,price_sensitive,Low,10,12,1
CUST-034578,674,19,1,0.618,0.806,0.58,0.792,Rarely,Basic,technical_friction,High,10,6,1
CUST-034579,419,10,0,0.393,0.836,0.516,0.795,Rarely,Basic,price_sensitive,High,20,12,0
CUST-034580,949,25,0,0.426,0.197,0.289,0.156,Weekly,Pro,price_sensitive,Low,0,0,1
CUST-034581,711,73,3,0.798,0.147,0.548,0.188,Daily,Pro,technical_friction,Low,0,0,1
CUST-034582,545,20,1,0.501,0.434,0.429,0.386,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-034583,1057,43,7,0.66,0.611,0.707,0.676,Daily,Basic,price_sensitive,Medium,0,0,0
CUST-034584,445,21,0,0.359,0.395,0.245,0.283,Weekly,Enterprise,price_sensitive,Low,0,0,0
CUST-034585,927,38,4,0.823,0.366,0.664,0.412,Daily,Basic,technical_friction,Medium,15,3,1
CUST-034586,364,29,0,0.62,0.277,0.232,0.191,Daily,Basic,price_sensitive,Low,0,0,1
CUST-034587,4,24,2,0.803,0.416,0.331,0.331,Weekly,Basic,price_sensitive,Medium,5,6,1
CUST-034588,603,12,1,0.334,0.872,0.547,0.826,Rarely,Basic,technical_friction,High,15,6,0
CUST-034589,375,23,2,0.399,0.645,0.511,0.635,Weekly,Enterprise,technical_friction,Medium,10,6,0
CUST-034590,823,39,5,0.401,0.686,0.543,0.686,Daily,Pro,technical_friction,Medium,0,0,1
CUST-034591,705,32,2,0.303,0.515,0.551,0.519,Weekly,Pro,price_sensitive,Medium,10,12,1
CUST-034592,865,24,1,0.45,0.492,0.459,0.457,Weekly,Pro,price_sensitive,Medium,0,0,1
CUST-034593,1038,22,4,0.594,0.538,0.264,0.424,Weekly,Pro,price_sensitive,Medium,15,6,1
CUST-034594,300,26,4,0.605,0.641,0.677,0.692,Daily,Basic,technical_friction,Medium,15,12,1
CUST-034595,643,17,0,0.586,0.28,0.343,0.223,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034596,913,27,2,0.696,0.248,0.218,0.169,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034597,662,83,2,0.985,0.0,0.213,0.067,Daily,Basic,price_sensitive,Low,15,3,1
CUST-034598,855,25,1,0.386,0.387,0.563,0.393,Weekly,Enterprise,technical_friction,Medium,15,12,0
CUST-034599,477,37,2,0.439,0.424,0.192,0.288,Weekly,Basic,price_sensitive,Low,0,0,1
CUST-034600,1074,47,4,0.808,0.223,0.309,0.176,Daily,Basic,technical_friction,Low,0,0,1
CUST-034601,60,43,1,0.647,0.266,0.417,0.234,Weekly,Pro,price_sensitive,Low,5,3,1
CUST-034602,741,61,5,0.126,0.656,0.713,0.718,Weekly,Pro,technical_friction,High,20,3,0
CUST-034603,653,41,2,0.629,0.303,0.36,0.245,Daily,Basic,technical_friction,Low,0,0,1
CUST-034604,70,35,4,0.274,0.834,0.755,0.852,Daily,Basic,price_sensitive,High,15,6,1
CUST-034605,943,33,1,0.973,0.0,0.274,0.074,Weekly,Enterprise,price_sensitive,Low,0,0,0
CUST-034606,473,73,3,0.597,0.22,0.473,0.217,Daily,Basic,price_sensitive,Low,0,0,1
CUST-034607,666,119,3,0.523,0.029,0.384,0.097,Daily,Basic,technical_friction,Low,0,0,1
CUST-034608,298,30,8,0.39,0.944,1.0,0.932,Weekly,Basic,price_sensitive,High,20,6,0
CUST-034609,831,28,4,0.543,0.671,0.608,0.695,Weekly,Basic,price_sensitive,Medium,15,6,1
CUST-034610,509,38,0,0.216,0.488,0.118,0.319,Weekly,Basic,price_sensitive,Medium,0,0,1
CUST-034611,143,25,5,0.076,1.0,0.845,0.93,Weekly,Basic,price_sensitive,High,20,12,0
CUST-034612,104,29,1,0.394,0.646,0.399,0.591,Daily,Pro,technical_friction,Medium,0,0,0
CUST-034613,758,27,2,0.633,0.241,0.396,0.211,Weekly,Pro,technical_friction,Low,5,3,0
CUST-034614,720,49,2,0.125,0.497,0.4,0.438,Weekly,Enterprise,technical_friction,Medium,20,6,1
CUST-034615,198,49,1,0.566,0.323,0.391,0.271,Daily,Basic,price_sensitive,Low,0,0,0
CUST-034616,949,23,1,0.294,0.434,0.409,0.378,Weekly,Pro,price_sensitive,Medium,0,0,1
CUST-034617,688,31,4,0.716,0.496,0.287,0.391,Daily,Basic,technical_friction,Medium,0,0,1
CUST-034618,189,88,0,0.655,0.09,0.226,0.096,Daily,Basic,technical_friction,Low,15,3,1
CUST-034619,546,18,3,0.77,0.764,0.671,0.789,Rarely,Basic,technical_friction,High,5,12,0
CUST-034620,65,18,4,0.641,0.781,0.589,0.778,Weekly,Enterprise,technical_friction,High,5,6,0
CUST-034621,300,25,1,0.315,0.568,0.26,0.454,Weekly,Basic,price_sensitive,Medium,5,12,0
CUST-034622,426,51,0,0.235,0.252,0.299,0.192,Weekly,Pro,technical_friction,Low,20,3,1
CUST-034623,90,9,3,0.575,0.812,0.538,0.785,Weekly,Basic,technical_friction,High,20,12,1
CUST-034624,241,43,4,0.336,0.772,0.639,0.785,Daily,Enterprise,price_sensitive,High,0,0,0
CUST-034625,956,34,2,0.573,0.363,0.659,0.407,Weekly,Enterprise,price_sensitive,Medium,15,12,1
CUST-034626,300,21,1,0.372,0.918,0.512,0.844,Rarely,Pro,technical_friction,High,20,6,1
CUST-034627,680,15,4,0.343,0.991,0.778,0.92,Rarely,Enterprise,price_sensitive,High,20,3,1
CUST-034628,729,30,5,0.592,0.692,0.811,0.777,Weekly,Basic,technical_friction,High,10,12,0
CUST-034629,1063,41,4,0.588,0.35,0.425,0.305,Daily,Basic,technical_friction,Medium,15,12,1
CUST-034630,858,25,2,0.26,0.569,0.361,0.496,Weekly,Pro,price_sensitive,Medium,15,3,1
CUST-034631,343,43,0,0.717,0.151,0.33,0.141,Daily,Basic,price_sensitive,Low,5,12,1
CUST-034632,1033,53,5,0.743,0.216,0.743,0.3,Daily,Basic,price_sensitive,Low,5,12,1
CUST-034633,188,66,1,0.426,0.32,0.252,0.225,Daily,Basic,price_sensitive,Low,0,0,1
CUST-034634,410,24,5,0.38,0.83,0.9,0.878,Weekly,Basic,technical_friction,High,10,6,1
CUST-034635,946,10,0,0.527,0.281,0.234,0.194,Weekly,Enterprise,technical_friction,Low,15,3,0
CUST-034636,891,22,2,0.465,0.904,0.583,0.852,Rarely,Pro,technical_friction,High,5,12,0
CUST-034637,582,38,1,0.544,0.307,0.384,0.256,Weekly,Basic,price_sensitive,Low,15,3,1
CUST-034638,521,25,2,0.403,0.555,0.548,0.559,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-034639,366,33,1,0.47,0.534,0.339,0.45,Weekly,Pro,technical_friction,Medium,15,12,1
CUST-034640,274,82,3,0.642,0.29,0.418,0.253,Daily,Basic,technical_friction,Low,5,12,1
CUST-034641,232,72,0,0.27,0.269,0.317,0.208,Daily,Basic,technical_friction,Low,0,0,1
CUST-034642,14,27,2,0.549,0.564,0.437,0.523,Weekly,Pro,price_sensitive,Medium,20,12,0
CUST-034643,42,39,1,0.648,0.311,0.269,0.224,Daily,Pro,technical_friction,Low,20,3,1
CUST-034644,112,31,3,0.251,0.869,0.76,0.87,Weekly,Basic,price_sensitive,High,5,3,1
CUST-034645,376,20,2,0.443,0.889,0.492,0.823,Rarely,Enterprise,technical_friction,High,0,0,0
CUST-034646,1073,31,1,0.456,0.341,0.466,0.313,Weekly,Enterprise,price_sensitive,Medium,0,0,1
CUST-034647,318,17,0,0.618,0.391,0.268,0.287,Weekly,Basic,technical_friction,Low,0,0,1
CUST-034648,57,47,0,0.138,0.504,0.336,0.419,Weekly,Enterprise,technical_friction,Medium,5,3,1
CUST-034649,857,62,2,0.424,0.217,0.404,0.196,Daily,Enterprise,technical_friction,Low,0,0,1
CUST-034650,209,25,2,0.763,0.372,0.633,0.406,Weekly,Basic,price_sensitive,Medium,0,0,1
