customer_id,Account_Age_Days,Daily_Usage_Mins,Support_Tickets_90Days,API_Utilization_Rate,churn_proba,sentiment_score,fused_proba,MRR,Days_To_Renewal,Login_Frequency,Plan_Tier,Dominant_SHAP_Driver,risk_band,discount_pct,Retained
SYN-08043,504,5,5,0.566,0.82,1.0,0.883,574.08,141,Rarely,Basic,price_sensitive,High,15,0
SYN-08044,1024,75,5,0.3017,0.09,0.0,0.0585,2565.75,263,Daily,Pro,price_sensitive,Low,15,1
SYN-08045,231,53,4,0.345,0.28,1.0,0.532,6258.13,77,Weekly,Enterprise,price_sensitive,High,15,1
SYN-08046,787,38,3,0.3831,0.13,1.0,0.4345,610.47,101,Daily,Basic,price_sensitive,Medium,5,0
SYN-08047,1076,22,3,0.3476,0.265,0.0,0.1723,735.94,100,Weekly,Basic,price_sensitive,Low,5,1
SYN-08048,605,5,1,0.1431,1.0,0.5,0.825,246.9,25,Rarely,Basic,technical_friction,High,5,0
SYN-08049,762,45,2,0.7767,0.0,0.0,0.0,345.44,159,Weekly,Basic,technical_friction,Low,5,1
SYN-08050,433,30,3,0.7253,0.085,0.0,0.0553,679.79,10,Weekly,Basic,technical_friction,Low,10,1
SYN-08051,827,103,1,0.5188,0.315,1.0,0.5548,768.93,248,Rarely,Basic,price_sensitive,High,10,0
SYN-08052,1000,49,2,0.7511,0.005,0.0,0.0032,2015.25,45,Daily,Pro,technical_friction,Low,10,1
SYN-08053,774,33,5,0.3549,0.405,0.0,0.2633,1474.63,115,Weekly,Pro,technical_friction,Medium,15,1
SYN-08054,1030,119,3,0.146,0.565,0.0,0.3672,579.15,243,Rarely,Basic,price_sensitive,Medium,15,1
SYN-08055,648,30,3,0.3612,0.45,0.0,0.2925,2268.62,330,Weekly,Pro,technical_friction,Medium,0,1
SYN-08056,635,96,3,0.2127,0.62,1.0,0.753,2018.59,277,Rarely,Pro,technical_friction,High,5,0
SYN-08057,336,4,2,0.3824,0.95,1.0,0.9675,773.35,331,Rarely,Basic,price_sensitive,High,15,0
SYN-08058,781,119,2,0.8264,0.02,1.0,0.363,2239.36,153,Weekly,Pro,technical_friction,Medium,15,0
SYN-08059,970,63,7,0.2342,0.165,1.0,0.4572,672.53,255,Daily,Basic,price_sensitive,High,10,1
SYN-08060,711,13,2,0.2187,0.735,1.0,0.8278,712.06,259,Daily,Basic,technical_friction,High,5,0
SYN-08061,257,116,2,0.379,0.18,0.0,0.117,277.87,293,Weekly,Basic,price_sensitive,Low,5,1
SYN-08062,599,2,9,0.6937,0.73,0.0,0.4745,618.11,98,Weekly,Basic,price_sensitive,High,15,1
SYN-08063,832,9,2,0.366,0.815,1.0,0.8798,11490.89,52,Weekly,Enterprise,price_sensitive,High,20,0
SYN-08064,1033,44,1,0.2868,0.085,0.0,0.0553,494.83,81,Daily,Basic,price_sensitive,Low,15,1
SYN-08065,173,76,2,0.7973,0.285,0.0,0.1852,708.2,167,Rarely,Basic,technical_friction,Low,0,1
SYN-08066,141,39,1,0.5642,0.045,1.0,0.3792,740.96,229,Weekly,Basic,technical_friction,Medium,10,1
SYN-08067,455,5,3,0.7964,0.43,1.0,0.6295,2358.92,228,Daily,Pro,price_sensitive,High,15,1
SYN-08068,139,15,5,0.5309,0.17,1.0,0.4605,7786.14,299,Daily,Enterprise,technical_friction,High,15,1
SYN-08069,1078,19,2,0.7164,0.17,0.0,0.1105,4897.29,36,Rarely,Enterprise,technical_friction,Low,0,0
SYN-08070,467,42,3,0.4429,0.045,0.0,0.0292,701.71,38,Daily,Basic,price_sensitive,Low,0,1
SYN-08071,587,27,5,0.4299,0.44,1.0,0.636,5049.57,3,Weekly,Enterprise,price_sensitive,High,15,0
SYN-08072,251,71,4,0.6136,0.205,0.0,0.1332,619.49,299,Weekly,Basic,price_sensitive,Low,0,1
SYN-08073,495,5,5,0.0539,0.995,1.0,0.9968,10352.64,135,Rarely,Enterprise,technical_friction,High,20,0
SYN-08074,1083,49,1,0.4365,0.125,0.0,0.0812,608.85,181,Daily,Basic,price_sensitive,Low,0,1
SYN-08075,538,9,2,0.8013,0.345,1.0,0.5742,776.39,76,Daily,Basic,technical_friction,High,10,0
SYN-08076,11,86,5,0.462,0.42,1.0,0.623,9146.36,67,Rarely,Enterprise,price_sensitive,High,20,0
SYN-08077,268,49,2,0.2743,0.575,0.0,0.3737,439.04,299,Weekly,Basic,technical_friction,Medium,5,1
SYN-08078,1076,27,2,0.375,0.285,1.0,0.5352,10982.65,32,Weekly,Enterprise,price_sensitive,High,20,0
SYN-08079,1088,22,2,0.8121,0.11,0.0,0.0715,789.49,212,Weekly,Basic,technical_friction,Low,10,0
SYN-08080,232,40,4,0.7733,0.05,1.0,0.3825,365.01,286,Weekly,Basic,technical_friction,Medium,5,1
SYN-08081,677,70,3,0.2694,0.08,0.0,0.052,212.2,254,Daily,Basic,price_sensitive,Low,5,1
SYN-08082,86,39,7,0.8013,0.265,1.0,0.5222,1286.91,177,Rarely,Pro,technical_friction,High,0,1
SYN-08083,636,27,0,0.4035,0.12,1.0,0.428,2373.08,147,Daily,Pro,price_sensitive,Medium,15,1
SYN-08084,139,12,5,0.6565,0.875,1.0,0.9188,2710.56,170,Weekly,Pro,price_sensitive,High,15,1
SYN-08085,901,26,7,0.5237,0.175,0.0,0.1138,1163.17,335,Daily,Pro,technical_friction,Low,20,1
SYN-08086,1034,70,0,0.1159,0.195,0.5,0.3017,927.76,85,Daily,Pro,technical_friction,Medium,5,0
SYN-08087,191,55,0,0.1382,0.31,1.0,0.5515,4427.0,116,Weekly,Enterprise,technical_friction,High,15,1
SYN-08088,510,77,4,0.3813,0.44,1.0,0.636,820.55,42,Weekly,Pro,technical_friction,High,15,0
SYN-08089,113,12,1,0.875,0.34,1.0,0.571,340.98,156,Daily,Basic,technical_friction,High,5,1
SYN-08090,374,5,1,0.3273,0.945,1.0,0.9642,388.9,241,Rarely,Basic,price_sensitive,High,15,0
SYN-08091,73,51,6,0.3298,0.315,1.0,0.5548,401.01,43,Weekly,Basic,technical_friction,High,0,1
SYN-08092,292,7,0,0.3722,0.945,0.0,0.6142,7862.38,242,Weekly,Enterprise,price_sensitive,High,20,1
SYN-08093,1089,77,4,0.7237,0.12,0.5,0.253,2116.7,328,Weekly,Pro,technical_friction,Medium,5,0
SYN-08094,50,53,3,0.5128,0.305,1.0,0.5482,631.78,218,Weekly,Basic,price_sensitive,High,10,1
SYN-08095,945,38,3,0.7811,0.0,0.0,0.0,12526.31,315,Daily,Enterprise,technical_friction,Low,20,1
SYN-08096,86,10,4,0.3853,0.635,1.0,0.7628,656.63,199,Daily,Basic,price_sensitive,High,5,0
SYN-08097,582,30,1,0.529,0.03,0.0,0.0195,645.92,30,Weekly,Basic,technical_friction,Low,5,1
SYN-08098,498,26,4,0.2178,0.48,1.0,0.662,487.25,92,Daily,Basic,technical_friction,High,5,0
SYN-08099,1025,39,2,0.3647,0.405,0.0,0.2633,2159.16,59,Daily,Pro,price_sensitive,Medium,10,1
SYN-08100,220,94,6,0.0938,0.285,1.0,0.5352,2021.03,220,Daily,Pro,technical_friction,High,15,1
SYN-08101,198,12,0,0.4648,0.74,0.0,0.481,9722.99,320,Weekly,Enterprise,price_sensitive,High,10,1
SYN-08102,824,22,8,0.604,0.11,1.0,0.4215,660.78,10,Daily,Basic,technical_friction,Medium,5,0
SYN-08103,799,27,5,0.9425,0.055,0.0,0.0358,872.8,300,Daily,Pro,technical_friction,Low,10,1
SYN-08104,769,81,3,0.2399,0.29,0.0,0.1885,312.79,198,Weekly,Basic,technical_friction,Low,5,1
SYN-08105,30,32,2,0.5773,0.48,0.0,0.312,419.27,137,Rarely,Basic,price_sensitive,Medium,10,1
SYN-08106,287,49,4,0.5348,0.4,1.0,0.61,1650.59,110,Weekly,Pro,technical_friction,High,20,1
SYN-08107,924,85,4,0.9807,0.0,0.0,0.0,889.38,9,Daily,Pro,technical_friction,Low,0,1
SYN-08108,661,38,1,0.6389,0.025,0.0,0.0162,511.88,178,Daily,Basic,technical_friction,Low,0,1
SYN-08109,663,23,3,0.3015,0.71,1.0,0.8115,550.93,174,Rarely,Basic,technical_friction,High,5,0
SYN-08110,326,73,1,0.7591,0.0,0.0,0.0,1919.9,136,Daily,Pro,technical_friction,Low,0,1
SYN-08111,287,92,2,0.6343,0.105,0.0,0.0682,3164.57,261,Weekly,Enterprise,price_sensitive,Low,5,1
SYN-08112,1041,46,1,0.7367,0.02,0.0,0.013,2857.46,151,Weekly,Pro,technical_friction,Low,20,0
SYN-08113,801,16,1,0.3972,0.17,0.0,0.1105,219.63,192,Daily,Basic,price_sensitive,Low,5,1
SYN-08114,140,21,4,0.8225,0.125,0.0,0.0812,555.72,254,Weekly,Basic,technical_friction,Low,0,1
SYN-08115,1032,91,2,0.2572,0.235,1.0,0.5028,334.99,135,Weekly,Basic,price_sensitive,High,10,0
SYN-08116,641,53,3,0.2281,0.375,1.0,0.5938,11637.9,291,Daily,Enterprise,technical_friction,High,20,0
SYN-08117,367,24,5,0.6316,0.41,0.0,0.2665,912.01,126,Rarely,Pro,price_sensitive,Medium,10,1
SYN-08118,437,4,1,0.7776,0.2,1.0,0.48,13195.53,228,Weekly,Enterprise,technical_friction,High,10,1
SYN-08119,798,53,3,0.4662,0.2,1.0,0.48,299.27,135,Weekly,Basic,price_sensitive,High,0,0
SYN-08120,415,46,4,0.2354,0.795,1.0,0.8668,2990.37,223,Rarely,Pro,technical_friction,High,20,0
SYN-08121,637,53,4,0.7861,0.355,0.0,0.2308,225.74,331,Rarely,Basic,technical_friction,Medium,0,1
SYN-08122,782,14,2,0.4098,0.91,1.0,0.9415,325.1,116,Weekly,Basic,price_sensitive,High,0,0
SYN-08123,216,23,2,0.2794,0.355,1.0,0.5808,1845.09,297,Weekly,Pro,technical_friction,High,20,1
SYN-08124,1039,67,2,0.8009,0.005,0.0,0.0032,772.93,287,Daily,Basic,technical_friction,Low,0,0
SYN-08125,392,1,1,0.7352,0.695,1.0,0.8018,2009.98,359,Rarely,Pro,price_sensitive,High,15,0
SYN-08126,462,22,3,0.2609,0.415,1.0,0.6198,786.28,253,Daily,Basic,technical_friction,High,10,0
SYN-08127,769,6,4,0.3153,0.985,1.0,0.9902,736.78,104,Rarely,Basic,price_sensitive,High,15,0
SYN-08128,670,12,1,0.2096,0.93,0.0,0.6045,621.62,11,Rarely,Basic,technical_friction,High,0,0
SYN-08129,485,59,1,0.5166,0.025,1.0,0.3662,9960.14,257,Daily,Enterprise,price_sensitive,Medium,20,1
SYN-08130,715,26,2,0.0621,0.735,1.0,0.8278,2309.58,131,Weekly,Pro,technical_friction,High,5,0
SYN-08131,993,10,2,0.2399,0.81,1.0,0.8765,1126.78,127,Weekly,Pro,price_sensitive,High,0,0
SYN-08132,881,43,3,0.4818,0.045,1.0,0.3792,709.68,38,Weekly,Basic,price_sensitive,Medium,5,1
SYN-08133,907,18,4,0.4839,0.175,0.0,0.1138,7720.04,305,Weekly,Enterprise,price_sensitive,Low,10,1
SYN-08134,285,26,2,0.5959,0.045,0.0,0.0292,6557.14,149,Daily,Enterprise,price_sensitive,Low,15,1
SYN-08135,462,35,0,0.5298,0.18,1.0,0.467,3788.66,31,Weekly,Enterprise,price_sensitive,High,20,1
SYN-08136,610,77,3,0.4287,0.04,0.0,0.026,363.35,115,Daily,Basic,price_sensitive,Low,0,1
SYN-08137,50,35,1,0.5764,0.135,0.0,0.0878,5254.46,109,Rarely,Enterprise,technical_friction,Low,0,1
SYN-08138,847,21,4,0.6609,0.46,0.0,0.299,542.79,160,Rarely,Basic,technical_friction,Medium,15,0
SYN-08139,356,42,3,0.5451,0.155,1.0,0.4508,2671.87,321,Daily,Pro,price_sensitive,High,5,0
SYN-08140,312,44,3,0.5376,0.135,0.0,0.0878,761.96,296,Weekly,Basic,technical_friction,Low,20,1
SYN-08141,286,19,2,0.6543,0.08,0.0,0.052,10435.4,88,Daily,Enterprise,technical_friction,Low,15,1
SYN-08142,312,26,3,0.0946,0.64,0.0,0.416,10407.47,350,Weekly,Enterprise,technical_friction,Medium,5,1
SYN-08143,372,29,3,0.6945,0.005,0.0,0.0032,2193.77,273,Weekly,Pro,technical_friction,Low,0,1
SYN-08144,666,68,2,0.2127,0.275,1.0,0.5288,2982.14,247,Daily,Pro,technical_friction,High,20,0
SYN-08145,642,2,2,0.0483,0.86,1.0,0.909,608.84,330,Weekly,Basic,technical_friction,High,20,0
SYN-08146,282,40,1,0.7748,0.015,0.0,0.0098,10983.09,66,Weekly,Enterprise,technical_friction,Low,15,1
SYN-08147,228,56,4,0.4186,0.185,0.0,0.1202,4914.07,308,Daily,Enterprise,price_sensitive,Low,15,1
SYN-08148,909,67,0,0.824,0.0,0.0,0.0,1002.98,36,Daily,Pro,technical_friction,Low,0,1
SYN-08149,103,6,2,0.9057,0.335,0.0,0.2178,1463.56,253,Daily,Pro,technical_friction,Low,15,1
SYN-08150,565,6,3,0.419,0.795,1.0,0.8668,2873.17,203,Weekly,Pro,price_sensitive,High,10,0
SYN-08151,573,17,3,0.5834,0.07,0.0,0.0455,1576.46,117,Daily,Pro,technical_friction,Low,5,1
SYN-08152,632,50,4,0.3858,0.59,1.0,0.7335,5115.73,29,Rarely,Enterprise,price_sensitive,High,15,1
SYN-08153,974,61,1,0.4877,0.12,0.0,0.078,516.9,321,Daily,Basic,price_sensitive,Low,10,1
SYN-08154,687,5,2,0.4169,0.755,0.5,0.6658,666.68,313,Weekly,Basic,price_sensitive,High,5,0
SYN-08155,1071,35,0,0.7552,0.02,0.0,0.013,1640.52,338,Daily,Pro,technical_friction,Low,15,0
SYN-08156,959,59,2,0.8432,0.025,0.0,0.0162,371.67,88,Weekly,Basic,technical_friction,Low,5,1
SYN-08157,237,20,4,0.2148,0.37,0.0,0.2405,2604.32,186,Daily,Pro,technical_friction,Medium,15,1
SYN-08158,266,38,1,0.7885,0.005,0.0,0.0032,2566.46,68,Weekly,Pro,technical_friction,Low,0,1
SYN-08159,380,9,3,0.6657,0.97,1.0,0.9805,259.35,219,Rarely,Basic,price_sensitive,High,10,0
SYN-08160,431,46,3,0.0976,0.615,0.0,0.3998,4996.13,274,Weekly,Enterprise,technical_friction,Medium,20,1
SYN-08161,609,25,1,0.8747,0.165,0.5,0.2822,476.92,107,Rarely,Basic,technical_friction,Medium,10,1
SYN-08162,257,23,2,0.3663,0.235,0.0,0.1528,283.17,43,Daily,Basic,price_sensitive,Low,0,1
SYN-08163,245,36,2,0.2129,0.215,0.0,0.1398,2518.57,335,Daily,Pro,price_sensitive,Low,20,1
SYN-08164,420,4,2,0.7174,0.525,1.0,0.6912,2907.15,227,Daily,Pro,price_sensitive,High,20,1
SYN-08165,740,17,4,0.8308,0.075,0.0,0.0488,692.22,58,Daily,Basic,technical_friction,Low,0,1
SYN-08166,757,59,1,0.2086,0.62,0.0,0.403,619.92,65,Rarely,Basic,technical_friction,Medium,0,0
SYN-08167,1074,5,4,0.0836,0.79,1.0,0.8635,2086.87,10,Daily,Pro,technical_friction,High,20,0
SYN-08168,223,5,5,0.81,0.565,0.0,0.3672,13233.11,161,Rarely,Enterprise,technical_friction,Medium,15,1
SYN-08169,433,19,4,0.3723,0.49,0.0,0.3185,3635.63,189,Daily,Enterprise,technical_friction,Medium,10,1
SYN-08170,1061,29,2,0.1441,0.6,0.0,0.39,1894.05,5,Daily,Pro,technical_friction,Medium,10,0
SYN-08171,759,35,3,0.6547,0.005,1.0,0.3532,13092.78,327,Weekly,Enterprise,technical_friction,Medium,20,1
SYN-08172,652,102,7,0.5686,0.075,1.0,0.3988,597.01,8,Daily,Basic,technical_friction,Medium,15,1
SYN-08173,594,36,3,0.4052,0.34,0.0,0.221,8049.6,106,Weekly,Enterprise,price_sensitive,Low,20,1
SYN-08174,84,40,3,0.9559,0.08,0.0,0.052,2922.72,252,Daily,Pro,technical_friction,Low,5,1
SYN-08175,983,67,4,0.3431,0.215,1.0,0.4898,7816.83,11,Daily,Enterprise,price_sensitive,High,15,0
SYN-08176,688,13,1,0.386,0.625,0.0,0.4062,10080.45,149,Daily,Enterprise,price_sensitive,Medium,5,1
SYN-08177,629,41,2,0.5166,0.06,0.0,0.039,770.27,112,Daily,Basic,price_sensitive,Low,5,1
SYN-08178,594,49,2,0.3896,0.355,0.5,0.4057,750.97,359,Weekly,Basic,price_sensitive,Medium,15,1
SYN-08179,432,44,4,0.1817,0.695,1.0,0.8018,1821.33,303,Weekly,Pro,technical_friction,High,15,0
SYN-08180,281,35,5,0.6071,0.06,0.0,0.039,493.39,196,Daily,Basic,price_sensitive,Low,0,1
SYN-08181,831,33,0,0.3586,0.145,0.0,0.0942,354.03,62,Daily,Basic,technical_friction,Low,0,1
SYN-08182,561,10,5,0.5771,0.67,0.5,0.6105,224.51,47,Weekly,Basic,price_sensitive,High,0,1
SYN-08183,38,21,5,0.6524,0.195,1.0,0.4768,472.17,6,Daily,Basic,technical_friction,High,0,1
SYN-08184,440,85,3,0.1955,0.74,1.0,0.831,690.0,346,Rarely,Basic,technical_friction,High,15,0
SYN-08185,1022,17,3,0.5553,0.11,0.0,0.0715,2233.13,351,Daily,Pro,technical_friction,Low,0,0
SYN-08186,412,30,2,0.4495,0.26,0.0,0.169,598.71,131,Weekly,Basic,price_sensitive,Low,5,1
SYN-08187,455,29,3,0.727,0.315,1.0,0.5548,1132.4,39,Rarely,Pro,technical_friction,High,20,1
SYN-08188,687,41,2,0.843,0.03,0.0,0.0195,1880.42,188,Daily,Pro,technical_friction,Low,15,1
SYN-08189,882,28,2,0.394,0.325,1.0,0.5612,9886.51,257,Weekly,Enterprise,price_sensitive,High,20,1
SYN-08190,736,25,4,0.5112,0.085,1.0,0.4052,375.19,296,Daily,Basic,technical_friction,Medium,15,0
SYN-08191,935,57,1,0.9798,0.0,0.0,0.0,9836.83,27,Daily,Enterprise,technical_friction,Low,15,1
SYN-08192,126,36,3,0.3385,0.215,1.0,0.4898,2294.74,103,Daily,Pro,price_sensitive,High,15,1
SYN-08193,1017,33,3,0.432,0.24,0.0,0.156,10565.8,156,Weekly,Enterprise,price_sensitive,Low,5,1
SYN-08194,994,18,3,0.2617,0.685,1.0,0.7952,696.45,25,Rarely,Basic,technical_friction,High,20,0
SYN-08195,572,22,0,0.3917,0.095,0.5,0.2368,517.53,267,Weekly,Basic,price_sensitive,Medium,0,1
SYN-08196,688,37,4,0.2827,0.67,0.0,0.4355,1935.88,320,Rarely,Pro,technical_friction,Medium,5,0
SYN-08197,235,61,3,0.2405,0.435,0.0,0.2828,604.73,86,Weekly,Basic,technical_friction,Medium,0,1
SYN-08198,493,77,2,0.48,0.45,0.0,0.2925,1296.71,251,Rarely,Pro,price_sensitive,Medium,20,1
SYN-08199,224,39,3,0.2009,0.49,0.0,0.3185,14691.71,180,Weekly,Enterprise,technical_friction,Medium,0,1
SYN-08200,25,115,1,0.8703,0.07,0.0,0.0455,296.11,79,Daily,Basic,technical_friction,Low,5,1
SYN-08201,1079,23,1,0.7532,0.005,0.0,0.0032,1240.66,288,Daily,Pro,technical_friction,Low,10,0
SYN-08202,286,23,2,0.7815,0.01,1.0,0.3565,2021.95,87,Weekly,Pro,technical_friction,Medium,20,1
SYN-08203,653,70,2,0.7606,0.015,1.0,0.3597,739.05,205,Weekly,Basic,technical_friction,Medium,0,1
SYN-08204,331,34,2,0.5503,0.05,0.0,0.0325,556.73,278,Weekly,Basic,technical_friction,Low,10,1
SYN-08205,408,19,2,0.5604,0.11,0.0,0.0715,2913.48,221,Daily,Pro,technical_friction,Low,20,1
SYN-08206,438,30,4,0.6056,0.045,1.0,0.3792,325.89,332,Daily,Basic,price_sensitive,Medium,5,1
SYN-08207,369,12,2,0.5719,0.71,1.0,0.8115,3633.36,215,Weekly,Enterprise,price_sensitive,High,20,0
SYN-08208,702,26,0,0.6285,0.06,0.0,0.039,7735.6,141,Weekly,Enterprise,technical_friction,Low,15,1
SYN-08209,1057,10,5,0.4849,0.35,1.0,0.5775,284.39,271,Daily,Basic,price_sensitive,High,5,1
SYN-08210,472,12,2,0.5086,0.445,1.0,0.6392,342.86,348,Daily,Basic,price_sensitive,High,10,1
SYN-08211,1071,37,5,0.2949,0.38,1.0,0.597,2416.05,185,Daily,Pro,technical_friction,High,5,0
SYN-08212,735,2,4,0.5896,0.615,0.0,0.3998,207.72,365,Weekly,Basic,price_sensitive,Medium,10,1
SYN-08213,668,10,5,0.4124,0.985,0.0,0.6402,367.55,71,Rarely,Basic,price_sensitive,High,15,0
SYN-08214,262,15,1,0.3339,0.28,1.0,0.532,701.04,113,Daily,Basic,technical_friction,High,0,1
SYN-08215,70,21,1,0.1655,0.51,0.0,0.3315,10054.76,269,Daily,Enterprise,technical_friction,Medium,15,1
SYN-08216,937,46,2,0.7696,0.0,1.0,0.35,395.15,358,Daily,Basic,technical_friction,Medium,5,0
SYN-08217,632,20,1,0.4295,0.29,0.0,0.1885,13837.96,117,Weekly,Enterprise,price_sensitive,Low,20,1
SYN-08218,456,83,2,0.7699,0.025,0.5,0.1912,681.02,163,Weekly,Basic,technical_friction,Low,5,1
SYN-08219,893,17,2,0.4093,0.46,1.0,0.649,2330.77,196,Daily,Pro,technical_friction,High,15,0
SYN-08220,342,3,4,0.3694,0.96,1.0,0.974,2216.08,355,Rarely,Pro,price_sensitive,High,20,0
SYN-08221,862,11,1,0.5634,0.385,0.0,0.2503,912.38,219,Daily,Pro,price_sensitive,Medium,15,1
SYN-08222,361,36,5,0.3012,0.755,1.0,0.8408,784.55,34,Rarely,Basic,technical_friction,High,20,0
SYN-08223,1013,12,3,0.4447,0.44,1.0,0.636,5676.71,101,Daily,Enterprise,price_sensitive,High,20,0
SYN-08224,295,16,3,0.4466,0.37,0.0,0.2405,10820.69,36,Daily,Enterprise,price_sensitive,Medium,20,1
SYN-08225,152,70,3,0.2957,0.51,1.0,0.6815,502.94,276,Rarely,Basic,price_sensitive,High,15,1
SYN-08226,768,86,3,0.5191,0.37,1.0,0.5905,777.56,234,Rarely,Basic,price_sensitive,High,10,1
SYN-08227,180,7,0,0.5031,0.69,1.0,0.7985,652.53,66,Weekly,Basic,price_sensitive,High,15,1
SYN-08228,1044,24,7,0.3371,0.505,0.0,0.3283,1758.78,87,Weekly,Pro,technical_friction,Medium,15,0
SYN-08229,721,35,3,0.3901,0.275,0.0,0.1788,9009.97,294,Weekly,Enterprise,price_sensitive,Low,15,1
SYN-08230,255,59,3,0.87,0.3,0.0,0.195,287.54,207,Rarely,Basic,technical_friction,Low,15,1
SYN-08231,230,20,1,0.7026,0.03,0.0,0.0195,700.57,35,Weekly,Basic,technical_friction,Low,10,1
SYN-08232,1016,35,4,0.8062,0.025,0.5,0.1912,575.22,100,Daily,Basic,technical_friction,Low,5,0
SYN-08233,669,67,3,0.4412,0.4,0.0,0.26,2160.61,152,Rarely,Pro,price_sensitive,Medium,0,1
SYN-08234,983,30,2,0.3024,0.245,1.0,0.5092,5338.34,296,Weekly,Enterprise,price_sensitive,High,15,1
SYN-08235,122,1,4,0.7489,0.37,1.0,0.5905,5317.49,63,Daily,Enterprise,price_sensitive,High,10,0
SYN-08236,1018,24,2,0.7559,0.065,0.0,0.0422,438.66,299,Weekly,Basic,technical_friction,Low,5,0
SYN-08237,573,14,2,0.8352,0.22,1.0,0.493,14223.07,211,Daily,Enterprise,technical_friction,High,20,1
SYN-08238,736,15,0,0.63,0.085,0.0,0.0553,2461.79,125,Daily,Pro,technical_friction,Low,15,1
SYN-08239,411,16,4,0.6618,0.17,0.0,0.1105,892.33,2,Weekly,Pro,technical_friction,Low,0,1
SYN-08240,66,2,4,0.6797,0.785,1.0,0.8602,2536.1,207,Weekly,Pro,price_sensitive,High,20,1
SYN-08241,1054,81,2,0.8189,0.015,1.0,0.3597,417.07,33,Daily,Basic,technical_friction,Medium,10,0
SYN-08242,1094,62,2,0.5918,0.18,1.0,0.467,9976.59,354,Rarely,Enterprise,price_sensitive,High,15,1
SYN-08243,402,90,5,0.3273,0.31,0.5,0.3765,763.42,179,Daily,Basic,price_sensitive,Medium,15,1
SYN-08244,1038,119,3,0.8131,0.01,0.0,0.0065,300.25,100,Daily,Basic,technical_friction,Low,5,0
SYN-08245,185,34,2,0.6548,0.1,0.0,0.065,779.7,163,Daily,Basic,price_sensitive,Low,5,1
SYN-08246,171,18,2,0.3877,0.115,0.0,0.0748,1886.0,213,Weekly,Pro,price_sensitive,Low,0,1
SYN-08247,81,42,2,0.806,0.01,0.0,0.0065,2824.15,328,Weekly,Pro,technical_friction,Low,15,1
SYN-08248,431,44,3,0.0461,0.855,0.0,0.5558,608.13,114,Weekly,Basic,technical_friction,High,15,1
SYN-08249,58,18,2,0.0408,0.63,0.0,0.4095,4089.91,25,Weekly,Enterprise,technical_friction,Medium,20,1
SYN-08250,435,18,3,0.4756,0.455,1.0,0.6458,2110.8,1,Rarely,Pro,price_sensitive,High,10,1
SYN-08251,153,27,2,0.6291,0.235,1.0,0.5028,337.0,149,Weekly,Basic,price_sensitive,High,0,0
SYN-08252,804,17,4,0.2801,0.59,0.0,0.3835,10481.9,198,Rarely,Enterprise,technical_friction,Medium,10,0
SYN-08253,917,44,4,0.494,0.095,1.0,0.4118,300.6,248,Weekly,Basic,price_sensitive,Medium,15,1
SYN-08254,757,9,6,0.1909,0.975,1.0,0.9838,1376.34,230,Weekly,Pro,technical_friction,High,20,0
SYN-08255,221,52,2,0.3827,0.335,1.0,0.5678,2009.38,360,Weekly,Pro,price_sensitive,High,5,1
SYN-08256,844,75,1,0.6482,0.02,1.0,0.363,452.46,196,Daily,Basic,technical_friction,Medium,0,0
SYN-08257,275,87,6,0.089,0.485,1.0,0.6652,1598.5,155,Weekly,Pro,technical_friction,High,15,1
SYN-08258,836,119,3,0.3821,0.21,0.0,0.1365,1343.54,152,Daily,Pro,price_sensitive,Low,20,1
SYN-08259,625,45,5,0.3593,0.55,1.0,0.7075,250.39,3,Weekly,Basic,technical_friction,High,0,0
SYN-08260,404,7,4,0.5042,0.63,0.0,0.4095,1685.17,239,Daily,Pro,price_sensitive,Medium,5,1
SYN-08261,93,32,3,0.8708,0.025,1.0,0.3662,305.19,85,Weekly,Basic,technical_friction,Medium,5,1
SYN-08262,910,114,1,0.7278,0.005,0.0,0.0032,2037.71,20,Daily,Pro,technical_friction,Low,5,1
SYN-08263,1034,85,4,0.4518,0.155,0.5,0.2758,707.63,69,Weekly,Basic,price_sensitive,Medium,10,1
SYN-08264,733,23,1,0.4802,0.12,0.0,0.078,3437.45,49,Weekly,Enterprise,technical_friction,Low,20,1
SYN-08265,1061,3,3,0.4269,0.635,0.0,0.4128,1730.18,199,Daily,Pro,price_sensitive,Medium,0,1
SYN-08266,1028,43,2,0.7366,0.01,1.0,0.3565,2569.46,57,Daily,Pro,technical_friction,Medium,10,0
SYN-08267,215,7,2,0.8932,0.38,1.0,0.597,898.69,60,Daily,Pro,technical_friction,High,20,1
SYN-08268,805,42,2,0.5662,0.015,0.0,0.0098,797.02,22,Daily,Basic,price_sensitive,Low,5,1
SYN-08269,385,46,3,0.1645,0.505,0.5,0.5032,11670.65,250,Daily,Enterprise,technical_friction,High,10,1
SYN-08270,537,82,4,0.4266,0.035,0.0,0.0228,327.7,154,Daily,Basic,price_sensitive,Low,10,1
SYN-08271,174,4,3,0.506,0.44,1.0,0.636,486.69,20,Daily,Basic,price_sensitive,High,0,0
SYN-08272,1072,60,1,0.4776,0.09,0.0,0.0585,1711.34,104,Daily,Pro,price_sensitive,Low,0,1
SYN-08273,799,28,3,0.8254,0.045,0.0,0.0292,760.45,87,Weekly,Basic,technical_friction,Low,5,1
SYN-08274,294,97,0,0.4051,0.06,0.0,0.039,1691.84,224,Daily,Pro,price_sensitive,Low,10,1
